55,547,844 (100.0%)  PROGRAM TOTALS
    61,080 ( 0.11%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/arch/x86_64/avx2/memchr.rs:<memchr::arch::x86_64::avx2::memchr::One>::find_raw [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    59,280 ( 0.11%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/alloc/src/alloc.rs:<alloc::raw_vec::RawVecInner>::finish_grow
    59,223 ( 0.11%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/arch/generic/memchr.rs:<memchr::arch::x86_64::avx2::memchr::Three>::find_raw_avx2
    58,560 ( 0.11%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs:<std::hash::random::RandomState as core::hash::BuildHasher>::hash_one::<&str>
    58,560 ( 0.11%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:litchi_opc::content_type::is_token
    58,160 ( 0.10%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:litchi_opc::source_backed::relationships_for_part_with_context::<smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    57,600 ( 0.10%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/char/methods.rs:<core::str::iter::Chars as core::iter::traits::iterator::Iterator>::try_fold::<(), core::iter::traits::iterator::Iterator::any::check<char, <litchi_opc::packuri::PackURI>::new<alloc::string::String>::{closure#0}>::{closure#0}, core::ops::control_flow::ControlFlow<()>>
    57,560 ( 0.10%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:<core::hash::sip::Hasher<core::hash::sip::Sip13Rounds> as core::hash::Hasher>::write
    54,920 ( 0.10%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::classify_part_members::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    54,480 ( 0.10%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs:<core::str::iter::Chars as core::iter::traits::iterator::Iterator>::try_fold::<(), core::iter::traits::iterator::Iterator::any::check<char, <char>::is_whitespace>::{closure#0}, core::ops::control_flow::ControlFlow<()>>
    54,440 ( 0.10%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:<core::str::pattern::CharSearcher as core::str::pattern::Searcher>::next_match
    54,280 ( 0.10%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/arch/x86_64/memchr.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<()>
    53,242 ( 0.10%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    52,825 ( 0.10%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/ptr/mod.rs:core::slice::memchr::memrchr
    52,822 ( 0.10%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/slice/mod.rs:core::slice::memchr::memrchr
    52,440 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs:<core::str::iter::Chars as core::iter::traits::iterator::Iterator>::try_fold::<(), core::iter::traits::iterator::Iterator::any::check<char, <char>::is_whitespace>::{closure#0}, core::ops::control_flow::ControlFlow<()>>
    52,280 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:<litchi_opc::members::PartNameIndex>::insert
    52,080 ( 0.09%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/ptr/mod.rs:core::slice::memchr::memchr_aligned
    51,960 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:<core::hash::sip::Hasher<core::hash::sip::Sip13Rounds> as core::hash::Hasher>::write
    50,680 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<alloc::raw_vec::RawVecInner>::finish_grow
    50,560 ( 0.09%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/num/uint_macros.rs:<alloc::string::String>::try_reserve
    50,440 ( 0.09%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::parse_rels_xml_with_source [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    50,240 ( 0.09%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/soapberry-zip/src/office.rs:<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>>::metadata [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    49,640 ( 0.09%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/events/attributes.rs:litchi_opc::pkgreader::inspect_relationship_element
    48,800 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mut_ptr.rs:soapberry_zip::office::normalize_str_fallibly
    48,800 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/pattern.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
    47,880 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/adapters/skip.rs:<core::iter::adapters::skip::Skip<core::str::iter::Split<char>> as core::iter::traits::iterator::Iterator>::try_fold::<(), core::iter::traits::iterator::Iterator::any::check<&str, <litchi_opc::packuri::PackURI>::new<&str>::{closure#1}>::{closure#0}, core::ops::control_flow::ControlFlow<()>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    47,880 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/traits/iterator.rs:<core::str::iter::Split<char> as core::iter::traits::iterator::Iterator>::try_fold::<core::num::nonzero::NonZero<usize>, <core::str::iter::Split<char> as core::iter::traits::iterator::Iterator::advance_by::SpecAdvanceBy>::spec_advance_by::{closure#0}, core::option::Option<core::num::nonzero::NonZero<usize>>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    47,720 ( 0.09%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/index.rs:<quick_xml::events::attributes::IterState>::next
    46,520 ( 0.08%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:<litchi_opc::source_backed::SourceBackedPackage>::from_read_at_inner [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    46,200 ( 0.08%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/name.rs:<quick_xml::name::NamespaceResolver>::resolve_prefix [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    46,080 ( 0.08%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/alloc/src/string.rs:<alloc::string::String>::try_reserve_exact [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    45,840 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/simd.rs:memchr::arch::x86_64::memchr::memchr3_raw::find_avx2
    45,320 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/mod.rs:<litchi_opc::content_type::ContentTypeMap>::get
    45,320 ( 0.08%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/alloc/src/string.rs:<alloc::string::String>::try_reserve [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    45,000 ( 0.08%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/rel.rs:<litchi_opc::rel::Relationships>::try_add_relationship [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    45,000 ( 0.08%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/source_backed.rs:litchi_opc::source_backed::read_source_at_with_context [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    44,800 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<alloc::raw_vec::RawVecInner<_>>::reserve::do_reserve_and_handle::<alloc::alloc::Global> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    44,440 ( 0.08%)  ./stdio-common/./stdio-common/vfscanf-internal.c:__vfscanf_internal [/usr/lib/x86_64-linux-gnu/libc.so.6]
    44,240 ( 0.08%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/content_type.rs:litchi_opc::content_type::inspect_element [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    43,400 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:<alloc::raw_vec::RawVecInner>::try_allocate_in [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    43,200 ( 0.08%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/alloc/src/fmt.rs:alloc::fmt::format::format_inner [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    43,040 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/option.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<()>
    42,840 ( 0.08%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/utils.rs:<quick_xml::events::attributes::IterState>::next
    42,840 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/cmp.rs:zlib_rs::inflate::inftrees::inflate_table
    42,320 ( 0.08%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/packuri.rs:<litchi_opc::packuri::PackURI>::from_rel_ref [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    42,240 ( 0.08%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/alloc/src/raw_vec/mod.rs:<alloc::string::String>::try_reserve_exact
    41,680 ( 0.08%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/specialize.rs:zlib_rs::inflate::inflate
    41,628 ( 0.07%)  ./malloc/./malloc/arena.c:free
    40,922 ( 0.07%)  ./elf/./elf/dl-lookup.c:do_lookup_x [/usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2]
    40,800 ( 0.07%)  /rust/deps/hashbrown-0.17.1/src/map.rs:<hashbrown::map::HashMap<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>>::insert [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    40,640 ( 0.07%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::load_part_catalog::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    40,560 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<quick_xml::name::NamespaceResolver>::push
    39,840 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs:soapberry_zip::office::normalize_str_fallibly
    39,760 ( 0.07%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/sys/alloc/unix.rs:__rustc::__rdl_realloc
    39,345 ( 0.07%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/num/mod.rs:core::slice::memchr::memrchr
    39,040 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs:<std::hash::random::RandomState as core::hash::BuildHasher>::hash_one::<&str>
    38,520 ( 0.07%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/alloc/src/raw_vec/mod.rs:<alloc::string::String as core::fmt::Write>::write_str
    38,360 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/iter.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
    38,200 ( 0.07%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::is_relationship_member [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    37,880 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/memchr.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
    37,240 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs:<alloc::raw_vec::RawVecInner>::finish_grow
    36,600 ( 0.07%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/validations.rs:<litchi_opc::packuri::PackURI>::from_rel_ref
    36,000 ( 0.06%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/content_type.rs:litchi_opc::content_type::required_attributes [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    35,120 ( 0.06%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/pkgreader.rs:<litchi_opc::pkgreader::PackageReader>::load_rels_lazy::<soapberry_zip::office::IndexedArchive<litchi_opc::source_backed::SourceReader>> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    34,720 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs:soapberry_zip::office::normalize_str_fallibly
    34,160 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/ascii.rs:<litchi_opc::content_type::ContentTypeMap>::get
    34,120 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/x86/pclmulqdq.rs:crc32fast::specialized::pclmulqdq::calculate
    33,400 ( 0.06%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::reserve_rehash::<hashbrown::map::make_hasher<alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>, std::hash::random::RandomState>::{closure#0}> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    33,080 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/const_ptr.rs:<memchr::arch::x86_64::avx2::memchr::One>::find_raw
    32,640 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:soapberry_zip::office::normalize_str_fallibly
    32,640 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:soapberry_zip::office::normalize_str_fallibly
    32,520 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/adapters/skip.rs:<litchi_opc::members::PartNameIndex>::insert
    32,360 ( 0.06%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/zlib-rs-0.6.8/src/weak_slice.rs:zlib_rs::inflate::inflate_fast_help
    32,120 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/pattern.rs:<litchi_opc::pkgreader::PackageReader>::is_relationship_member
    32,040 ( 0.06%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/alloc/layout.rs:<alloc::raw_vec::RawVecInner>::finish_grow
    32,000 ( 0.06%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/state.rs:<quick_xml::reader::state::ReaderState>::emit_start [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    31,846 ( 0.06%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/num/uint_macros.rs:core::str::converts::from_utf8
    31,840 ( 0.06%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/name.rs:<quick_xml::name::NamespaceResolver>::push [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    31,280 ( 0.06%)  /home/zhuhe/code/litchi-worktrees/before-08d968f8e/crates/litchi-opc/src/packuri.rs:<litchi_opc::packuri::PackURI>::rels_uri [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    30,920 ( 0.06%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:litchi_opc::pkgreader::inspect_relationship_element
    30,000 ( 0.05%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/result.rs:<quick_xml::events::attributes::Attribute>::decoded_and_normalized_value_with::<quick_xml::escape::resolve_predefined_entity>
    29,767 ( 0.05%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/alloc.rs:__rustc::__rdl_alloc [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,600 ( 0.05%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/arch/x86_64/avx2/memchr.rs:<memchr::arch::x86_64::avx2::memchr::Three>::find_raw_avx2 [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,527 ( 0.05%)  ???:__rustc::__rust_no_alloc_shim_is_unstable_v2 [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,526 ( 0.05%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/std/src/sys/alloc/unix.rs:__rustc::__rdl_dealloc [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,526 ( 0.05%)  ???:__rustc::__rust_dealloc [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,480 ( 0.05%)  /rust/deps/hashbrown-0.17.1/src/rustc_entry.rs:<hashbrown::map::HashMap<alloc::string::String, usize, std::hash::random::RandomState>>::rustc_entry [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,440 ( 0.05%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs:<quick_xml::events::attributes::IterState>::check_for_duplicates
    29,407 ( 0.05%)  ???:__rustc::__rust_alloc [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
    29,280 ( 0.05%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs:litchi_opc::content_type::is_token
    29,240 ( 0.05%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs:litchi_opc::pkgreader::inspect_relationship_element
    29,240 ( 0.05%)  /rust/deps/hashbrown-0.17.1/src/raw.rs:<hashbrown::raw::RawTable<(alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>)>>::remove_entry::<hashbrown::map::equivalent_key<str, alloc::string::String, smallvec::SmallVec<[litchi_opc::pkgreader::SerializedRelationship; 8]>>::{closure#0}> [/home/zhuhe/code/litchi-worktrees/targets/0594-op-before/release/open-probe]
