a2-payload-heavy	same_lineage_apply_ns	500	4249074	4258839.722	4318946	4410341
a2-payload-heavy	workflow_no_diagnostic_ns	500	45616566	45936251.962	47917017	49367428
a2-payload-heavy	workflow_with_fingerprint_demand_ns	500	45616611	45936295.412	47917047	49367448
a2-tiny	deferred_fingerprint_ns	500	20	21.974	30	31
a2-tiny	edit_authoring_ns	500	18701	19955.474	27217	32072
a2-tiny	edit_final_owner_ns	500	6148	6548.082	8642	14170
a2-tiny	edit_final_public_ns	500	8021	8501.938	11767	15101
a2-tiny	edit_finish_ns	500	4225	4462.144	5798	6719
a2-tiny	edit_output_materialization_ns	500	160	170.014	271	351
a2-tiny	edit_patch_ns	500	25707	26017.776	25955	34709
a2-tiny	measured_total_ns	500	78233	81644.876	96684	113828
a2-tiny	open_owner_ns	500	5618	6077.112	8452	14680
a2-tiny	open_public_ns	500	7711	8124.302	10565	13069
a2-tiny	same_lineage_apply_ns	500	12357	12536.1	12497	19476
a2-tiny	workflow_no_diagnostic_ns	500	90685	94180.976	109152	126185
a2-tiny	workflow_with_fingerprint_demand_ns	500	90705	94202.95	109172	126205
b1-large	deferred_fingerprint_ns	500	164237	166419.848	174662	187339
b1-large	edit_authoring_ns	500	223604	225728.156	238560	254331
b1-large	edit_final_owner_ns	500	57509	58359.598	65101	71258
b1-large	edit_final_public_ns	500	328939	330811.992	345338	379724
b1-large	edit_finish_ns	500	14129	14320.536	16182	20178
b1-large	edit_output_materialization_ns	500	1502	1564.572	1742	1852
b1-large	edit_patch_ns	500	40	41.396	51	80
b1-large	measured_total_ns	500	1012043	1015138.08	1047266	1091308
b1-large	open_owner_ns	500	56528	57790.258	65069	81422
b1-large	open_public_ns	500	311885	313965.424	330948	344547
b1-large	same_lineage_apply_ns	500	40	53.12	51	80
b1-large	workflow_no_diagnostic_ns	500	1012088	1015191.2	1047306	1091348
b1-large	workflow_with_fingerprint_demand_ns	500	1178108	1181611.048	1215020	1255405
b1-payload-heavy	deferred_fingerprint_ns	500	8363865	8399982.726	8596887	8879107
b1-payload-heavy	edit_authoring_ns	500	7632068	7676328.42	8100981	8629892
b1-payload-heavy	edit_final_owner_ns	500	744863	753730.63	817639	857865
b1-payload-heavy	edit_final_public_ns	500	9155614	9260940.474	9837992	11575192
b1-payload-heavy	edit_finish_ns	500	508021	514331.882	577807	629159
b1-payload-heavy	edit_output_materialization_ns	500	967512	972381.376	1065081	1116162
b1-payload-heavy	edit_patch_ns	500	1001	1016.486	1451	1862
b1-payload-heavy	measured_total_ns	500	34025774	34308167.044	36305331	38360021
b1-payload-heavy	open_owner_ns	500	738680	747986.308	831288	911038
b1-payload-heavy	open_public_ns	500	11239047	11372222.504	12249414	13738141
b1-payload-heavy	same_lineage_apply_ns	500	836	833.326	1072	1171
b1-payload-heavy	workflow_no_diagnostic_ns	500	34026720	34309000.37	36306522	38361123
b1-payload-heavy	workflow_with_fingerprint_demand_ns	500	42422558	42708983.096	44786513	46742603
b1-tiny	deferred_fingerprint_ns	500	25746	26021.916	25946	33638
b1-tiny	edit_authoring_ns	500	18595	19203.616	23142	29030
b1-tiny	edit_final_owner_ns	500	6138	6303.536	6679	11686
b1-tiny	edit_final_public_ns	500	8102	8236.622	8582	12357
b1-tiny	edit_finish_ns	500	4245	4300.236	4776	5127
b1-tiny	edit_output_materialization_ns	500	160	164.838	200	231
b1-tiny	edit_patch_ns	500	40	37.468	40	41
b1-tiny	measured_total_ns	500	52428	53669.044	61484	69796
b1-tiny	open_owner_ns	500	5598	5701.502	6138	6640
b1-tiny	open_public_ns	500	7841	8049.318	8281	12688
b1-tiny	same_lineage_apply_ns	500	40	40.372	50	51
b1-tiny	workflow_no_diagnostic_ns	500	52478	53709.416	61524	69856
b1-tiny	workflow_with_fingerprint_demand_ns	500	78283	79731.332	87912	95612
b2-large	deferred_fingerprint_ns	500	164226	166207.432	173519	184795
b2-large	edit_authoring_ns	500	225021	228837.512	245889	277974
b2-large	edit_final_owner_ns	500	58065	59610.816	66242	83174
b2-large	edit_final_public_ns	500	316912	319537.63	345427	365665
b2-large	edit_finish_ns	500	13863	14192.93	16624	19357
b2-large	edit_output_materialization_ns	500	1491	1536.628	1772	1873
b2-large	edit_patch_ns	500	40	40.222	50	109
b2-large	measured_total_ns	500	996827	999773.392	1058702	1129791
b2-large	open_owner_ns	500	56628	57752.182	63778	81152
b2-large	open_public_ns	500	303039	305692.362	330838	365586
b2-large	same_lineage_apply_ns	500	40	46.28	61	160
b2-large	workflow_no_diagnostic_ns	500	996867	999819.672	1058772	1129831
b2-large	workflow_with_fingerprint_demand_ns	500	1163883	1166027.104	1223320	1293837
b2-payload-heavy	deferred_fingerprint_ns	500	8379405	8401042.348	8511768	8788840
b2-payload-heavy	edit_authoring_ns	500	7587906	7649510.98	8180000	8578901
b2-payload-heavy	edit_final_owner_ns	500	738410	749607.182	822316	927021
b2-payload-heavy	edit_final_public_ns	500	9117285	9231560.6	9955752	11553920
b2-payload-heavy	edit_finish_ns	500	518981	526721.622	600459	640335
b2-payload-heavy	edit_output_materialization_ns	500	935367	948098.076	1056029	1163968
b2-payload-heavy	edit_patch_ns	500	736	738.626	1352	1473
b2-payload-heavy	measured_total_ns	500	33986152	34280913.272	36517774	38790935
b2-payload-heavy	open_owner_ns	500	760210	776102.58	868980	1055238
b2-payload-heavy	open_public_ns	500	11207297	11359668.554	12534306	13617151
b2-payload-heavy	same_lineage_apply_ns	500	741	758.59	1012	1162
b2-payload-heavy	workflow_no_diagnostic_ns	500	33986848	34281671.862	36518626	38792016
b2-payload-heavy	workflow_with_fingerprint_demand_ns	500	42387056	42682714.21	44885903	47508807
b2-tiny	deferred_fingerprint_ns	500	25736	26013.72	25875	31504
b2-tiny	edit_authoring_ns	500	18395	18933.248	21369	26588
b2-tiny	edit_final_owner_ns	500	6243	6378.75	6739	7140
b2-tiny	edit_final_public_ns	500	8081	8176.662	8472	9233
b2-tiny	edit_finish_ns	500	4166	4227.12	4676	4896
b2-tiny	edit_output_materialization_ns	500	160	163.696	190	220
b2-tiny	edit_patch_ns	500	40	36.796	40	41
b2-tiny	measured_total_ns	500	52252	53264.008	58330	69155
b2-tiny	open_owner_ns	500	5668	5758.614	6109	6609
b2-tiny	open_public_ns	500	7781	7892.376	8192	12407
b2-tiny	same_lineage_apply_ns	500	40	39.77	50	51
b2-tiny	workflow_no_diagnostic_ns	500	52287	53303.778	58370	69195
b2-tiny	workflow_with_fingerprint_demand_ns	500	78109	79317.498	85258	94942
