# Change 0642 four-way differential, BEFORE leg (base c7326f68).
#
# xlsx0642 diff FILE..., taskset -c 17. One row per worksheet of every .xlsx in
# the tree plus the probe corpus. Each leg opens its own SourceBackedWorkbook
# (or eager Workbook) and reports ok:<visited>:<FNV-1a digest over the Debug
# rendering of every (address, cell) pair in production order>, or
# refused:<the refusal's Display text>. `agree` is yes when all four legs
# produced the same string.
#
# Legs: cold_visit = visit_cells on a cold worksheet; cold_cells = cells() on a
# cold worksheet; warm_visit = visit_cells after stored_extent() published the
# materialized store; eager_cells = litchi_xlsx::Workbook's own store iterator.
#
# This file and diff-after.tsv are byte-identical.
file	sheet	cold_visit	cold_cells	warm_visit	eager_cells	agree
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/58106.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/60289.xlsx	TABLE	ok:4:dfa8df474a5bda93	ok:4:dfa8df474a5bda93	ok:4:dfa8df474a5bda93	ok:4:dfa8df474a5bda93	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/61060-conditional-number-formatting.xlsx	Sheet1	ok:5:6dd6e5df51efd509	ok:5:6dd6e5df51efd509	ok:5:6dd6e5df51efd509	ok:5:6dd6e5df51efd509	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/62834.xlsx	problem	ok:5:2c782d8b1842a874	ok:5:2c782d8b1842a874	ok:5:2c782d8b1842a874	ok:5:2c782d8b1842a874	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/66365.xlsx	Sheet1	ok:4:e7137fbf53327f5c	ok:4:e7137fbf53327f5c	ok:4:e7137fbf53327f5c	ok:4:e7137fbf53327f5c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/AmpersandHeader.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/AmpersandHeader.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/AmpersandHeader.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Home	ok:61:591e668442178aaa	ok:61:591e668442178aaa	ok:61:591e668442178aaa	ok:61:591e668442178aaa	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Products1	ok:87:6bb8e0f4041fcfa3	ok:87:6bb8e0f4041fcfa3	ok:87:6bb8e0f4041fcfa3	ok:87:6bb8e0f4041fcfa3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Products2	ok:93:290f42575ca03651	ok:93:290f42575ca03651	ok:93:290f42575ca03651	ok:93:290f42575ca03651	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Book tour	ok:126:7f3e8487ad30361d	ok:126:7f3e8487ad30361d	ok:126:7f3e8487ad30361d	ok:126:7f3e8487ad30361d	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Grades	ok:60:d8434009e86e0282	ok:60:d8434009e86e0282	ok:60:d8434009e86e0282	ok:60:d8434009e86e0282	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Customers1	ok:160:3920c4bd36625d42	ok:160:3920c4bd36625d42	ok:160:3920c4bd36625d42	ok:160:3920c4bd36625d42	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Quarters	ok:141:fefa4c0e18674901	ok:141:fefa4c0e18674901	ok:141:fefa4c0e18674901	ok:141:fefa4c0e18674901	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Bike rating	ok:60:8bc888f93cefd4fa	ok:60:8bc888f93cefd4fa	ok:60:8bc888f93cefd4fa	ok:60:8bc888f93cefd4fa	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	FY months	ok:43:28cd30190553fc9a	ok:43:28cd30190553fc9a	ok:43:28cd30190553fc9a	ok:43:28cd30190553fc9a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Regional sales	ok:23:3030800dd75d10f3	ok:23:3030800dd75d10f3	ok:23:3030800dd75d10f3	ok:23:3030800dd75d10f3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Regional sales2	ok:23:9552cbe61dcdb533	ok:23:9552cbe61dcdb533	ok:23:9552cbe61dcdb533	ok:23:9552cbe61dcdb533	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Regional sales3	ok:23:9046216555cb29f4	ok:23:9046216555cb29f4	ok:23:9046216555cb29f4	ok:23:9046216555cb29f4	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Mountains	ok:253:dceea7ff6f69d84f	ok:253:dceea7ff6f69d84f	ok:253:dceea7ff6f69d84f	ok:253:dceea7ff6f69d84f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Category sales	ok:347:3c3a8735afcc24fb	ok:347:3c3a8735afcc24fb	ok:347:3c3a8735afcc24fb	ok:347:3c3a8735afcc24fb	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Banded rows	ok:240:b77d02dc37ae72c6	ok:240:b77d02dc37ae72c6	ok:240:b77d02dc37ae72c6	ok:240:b77d02dc37ae72c6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Compare to totals	ok:230:9a47d432b28db84b	ok:230:9a47d432b28db84b	ok:230:9a47d432b28db84b	ok:230:9a47d432b28db84b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Products3	ok:111:4790de92fac88393	ok:111:4790de92fac88393	ok:111:4790de92fac88393	ok:111:4790de92fac88393	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xlsx	Customers2	ok:192:f1456f68c01f9ab9	ok:192:f1456f68c01f9ab9	ok:192:f1456f68c01f9ab9	ok:192:f1456f68c01f9ab9	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/CustomXMLMappings.xlsx	Foglio1	ok:16:f56f3304dd0ae8f0	ok:16:f56f3304dd0ae8f0	ok:16:f56f3304dd0ae8f0	ok:16:f56f3304dd0ae8f0	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/CustomXMLMappings.xlsx	Foglio2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/CustomXMLMappings.xlsx	Foglio3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/DataValidationEvaluations.xlsx	Sheet1	ok:143:e899da22684f57de	ok:143:e899da22684f57de	ok:143:e899da22684f57de	ok:143:e899da22684f57de	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/DataValidationListTooLong.xlsx	Sheet0	ok:1:8b7f0aea378f3ec6	ok:1:8b7f0aea378f3ec6	ok:1:8b7f0aea378f3ec6	ok:1:8b7f0aea378f3ec6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/DataValidations-49244.xlsx	Sheet1	ok:142:d14474586362dcda	ok:142:d14474586362dcda	ok:142:d14474586362dcda	ok:142:d14474586362dcda	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx	Tabelle1	ok:24:7bc6ade46a99d5dc	ok:24:7bc6ade46a99d5dc	ok:24:7bc6ade46a99d5dc	ok:24:7bc6ade46a99d5dc	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx	Tabelle2	ok:18:022358e875644fbe	ok:18:022358e875644fbe	ok:18:022358e875644fbe	ok:18:022358e875644fbe	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/ExcelPivotTableSample.xlsx	Tabelle3	ok:10:c91e4ae9a6df2c47	ok:10:c91e4ae9a6df2c47	ok:10:c91e4ae9a6df2c47	ok:10:c91e4ae9a6df2c47	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/Excel_file_with_trash_item.xlsx	Teams	ok:5440:919d1d48ac1d4fc8	ok:5440:919d1d48ac1d4fc8	ok:5440:919d1d48ac1d4fc8	ok:5440:919d1d48ac1d4fc8	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/FormatKM.xlsx	Sheet1	ok:57:8ff6dd082cab3334	ok:57:8ff6dd082cab3334	ok:57:8ff6dd082cab3334	ok:57:8ff6dd082cab3334	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/FormatKM.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/FormatKM.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx	Profile	ok:328:eeea062406403cb8	ok:328:eeea062406403cb8	ok:328:eeea062406403cb8	ok:328:eeea062406403cb8	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx	List	ok:3708:b98cf6f3e912802b	ok:3708:b98cf6f3e912802b	ok:3708:b98cf6f3e912802b	ok:3708:b98cf6f3e912802b	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx	Query	ok:26593:c7fed8d2a0b853f5	ok:26593:c7fed8d2a0b853f5	ok:26593:c7fed8d2a0b853f5	ok:26593:c7fed8d2a0b853f5	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx	dropdowns	ok:146:6570a8e29b2d7da3	ok:146:6570a8e29b2d7da3	ok:146:6570a8e29b2d7da3	ok:146:6570a8e29b2d7da3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/StructuredRefs-lots-with-lookups.xlsx	query2	ok:7410:086e328313a90f98	ok:7410:086e328313a90f98	ok:7410:086e328313a90f98	ok:7410:086e328313a90f98	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/TestShiftRowSharedFormula.xlsx	Sheet1	ok:16:6968849e708a3a3c	ok:16:6968849e708a3a3c	ok:16:6968849e708a3a3c	ok:16:6968849e708a3a3c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Sheet1	ok:56:6294dcc53f6be99a	ok:56:6294dcc53f6be99a	ok:56:6294dcc53f6be99a	ok:56:6294dcc53f6be99a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Sheet6	ok:40:c301151694fa6bb6	ok:40:c301151694fa6bb6	ok:40:c301151694fa6bb6	ok:40:c301151694fa6bb6	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Sheet5	ok:49:dc6f7d1b2ce17d0c	ok:49:dc6f7d1b2ce17d0c	ok:49:dc6f7d1b2ce17d0c	ok:49:dc6f7d1b2ce17d0c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Sheet4	ok:55:0a212d522be50f0f	ok:55:0a212d522be50f0f	ok:55:0a212d522be50f0f	ok:55:0a212d522be50f0f	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Sheet3	ok:70:5ad49bebc1559202	ok:70:5ad49bebc1559202	ok:70:5ad49bebc1559202	ok:70:5ad49bebc1559202	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Sheet2	ok:27:d1824e5121ecc4e9	ok:27:d1824e5121ecc4e9	ok:27:d1824e5121ecc4e9	ok:27:d1824e5121ecc4e9	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithChartSheet.xlsx	Chart2	refused:sheet 'Chart2' is not a worksheet	refused:sheet 'Chart2' is not a worksheet	refused:sheet 'Chart2' is not a worksheet	refused:sheet 'Chart2' is not a worksheet	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithEmbeded.xlsx	Sheet1	ok:3:046eea4931727ee3	ok:3:046eea4931727ee3	ok:3:046eea4931727ee3	ok:3:046eea4931727ee3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithEmbeded.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/WithEmbeded.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/bug64512_embed.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/chart_sheet.xlsx	Sheet1	ok:10:f2d94c7096be15fd	ok:10:f2d94c7096be15fd	ok:10:f2d94c7096be15fd	ok:10:f2d94c7096be15fd	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/chart_sheet.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/chart_sheet.xlsx	Chart1	refused:sheet 'Chart1' is not a worksheet	refused:sheet 'Chart1' is not a worksheet	refused:sheet 'Chart1' is not a worksheet	refused:sheet 'Chart1' is not a worksheet	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/chart_sheet.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/customIndexedColors.xlsx	_TGK_HIDDEN	ok:2:0f9ed58d08fe3639	ok:2:0f9ed58d08fe3639	ok:2:0f9ed58d08fe3639	ok:2:0f9ed58d08fe3639	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/customIndexedColors.xlsx	1	ok:32:08bae7b06e9b1463	ok:32:08bae7b06e9b1463	ok:32:08bae7b06e9b1463	ok:32:08bae7b06e9b1463	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/dataValidationTableRange.xlsx	County Ranking	ok:217:21e194efd6a4668e	ok:217:21e194efd6a4668e	ok:217:21e194efd6a4668e	ok:217:21e194efd6a4668e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/dataValidationTableRange.xlsx	xdropdown	ok:6436:bd60df49536870ac	ok:6436:bd60df49536870ac	ok:6436:bd60df49536870ac	ok:6436:bd60df49536870ac	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/headerFooterTest.xlsx	Sheet1	ok:2:a3cb74ab591f771c	ok:2:a3cb74ab591f771c	ok:2:a3cb74ab591f771c	ok:2:a3cb74ab591f771c	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/link-external-workbook-b.xlsx	Sheet0	ok:1:e5e52b108d28f5a2	ok:1:e5e52b108d28f5a2	ok:1:e5e52b108d28f5a2	ok:1:e5e52b108d28f5a2	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/no_drawing_patriarch.xlsx	Лист 1	ok:75770:4eab1afa78b0f687	ok:75770:4eab1afa78b0f687	ok:75770:4eab1afa78b0f687	ok:75770:4eab1afa78b0f687	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/right-to-left.xlsx	English	ok:4:9fbc4c9915aae6fb	ok:4:9fbc4c9915aae6fb	ok:4:9fbc4c9915aae6fb	ok:4:9fbc4c9915aae6fb	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/right-to-left.xlsx	عربى	ok:4:f34e3eeb2e6d3675	ok:4:f34e3eeb2e6d3675	ok:4:f34e3eeb2e6d3675	ok:4:f34e3eeb2e6d3675	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/sample.xlsx	Sheet1	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	ok:20:bc35b7d32cc7acb3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/sample.xlsx	rich test	ok:9:da489249908ccf95	ok:9:da489249908ccf95	ok:9:da489249908ccf95	ok:9:da489249908ccf95	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/sample.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/shared_formulas.xlsx	Label	ok:81:84270dac6567970a	ok:81:84270dac6567970a	ok:81:84270dac6567970a	ok:81:84270dac6567970a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/style-alternate-content.xlsx	Sheet2	ok:99:f986bba6295ee8d1	ok:99:f986bba6295ee8d1	ok:99:f986bba6295ee8d1	ok:99:f986bba6295ee8d1	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/testSharedFormulasRangeSetBlankBug.xlsx	Sheet1	ok:243:ccd0ba808554cc02	ok:243:ccd0ba808554cc02	ok:243:ccd0ba808554cc02	ok:243:ccd0ba808554cc02	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx	Sheet1	ok:10:937c9d17c563e417	ok:10:937c9d17c563e417	ok:10:937c9d17c563e417	ok:10:937c9d17c563e417	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/testSharedFormulasSetBlank.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/workbookProtection-sheet_password-2013.xlsx	Sheet1	ok:1:bdf29bff8139c107	ok:1:bdf29bff8139c107	ok:1:bdf29bff8139c107	ok:1:bdf29bff8139c107	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/workbookProtection-workbook_password-2013.xlsx	Sheet1	ok:1:36c33908401427d3	ok:1:36c33908401427d3	ok:1:36c33908401427d3	ok:1:36c33908401427d3	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx	Sheet1	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/workbookProtection_workbook_revision_protected.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/xlookup.xlsx	Sheet1	ok:39:588b8a63bae8a4e1	ok:39:588b8a63bae8a4e1	ok:39:588b8a63bae8a4e1	ok:39:588b8a63bae8a4e1	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/xlookup.xlsx	Sheet2	ok:38:9802e74eca23c41e	ok:38:9802e74eca23c41e	ok:38:9802e74eca23c41e	ok:38:9802e74eca23c41e	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/xlookup.xlsx	Sheet3	ok:20:62f30f09128f2628	ok:20:62f30f09128f2628	ok:20:62f30f09128f2628	ok:20:62f30f09128f2628	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/spreadsheet/xxe_in_schema.xlsx	Sheet1	ok:5:e68e2ef2d7908b69	ok:5:e68e2ef2d7908b69	ok:5:e68e2ef2d7908b69	ok:5:e68e2ef2d7908b69	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/xmldsign/hello-world-signed.xlsx	Sheet1	ok:2:0957ab33d1e5fd14	ok:2:0957ab33d1e5fd14	ok:2:0957ab33d1e5fd14	ok:2:0957ab33d1e5fd14	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/xmldsign/hello-world-signed.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/xmldsign/hello-world-signed.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/xmldsign/ms-office-2010-signed.xlsx	Sheet1	ok:2:a800964447b5d83a	ok:2:a800964447b5d83a	ok:2:a800964447b5d83a	ok:2:a800964447b5d83a	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/xmldsign/ms-office-2010-signed.xlsx	Sheet2	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642/test-data/poi/test-data/xmldsign/ms-office-2010-signed.xlsx	Sheet3	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	ok:0:cbf29ce484222325	yes
/home/zhuhe/code/litchi-worktrees/0642-stage/dense-wide-probe.xlsx	Sheet1	ok:65536:f27c33cfdd24bec5	ok:65536:f27c33cfdd24bec5	ok:65536:f27c33cfdd24bec5	ok:65536:f27c33cfdd24bec5	yes
/home/zhuhe/code/litchi-worktrees/0642-stage/dense-wide-probe.xlsx	Sheet2	ok:65536:173df8de561b2365	ok:65536:173df8de561b2365	ok:65536:173df8de561b2365	ok:65536:173df8de561b2365	yes
# worksheets=397 disagreements=0
