experiment	leg	profile	binary_role	case	parts	p50_ns	p95_ns	p99_ns	mean_ns	sample_count	source_read_calls	source_read_bytes	source_version_calls	source_payload_read_calls	source_payload_read_bytes	source_max_in_flight_reads	lookup_count	output_sha256	report_sha256
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_genuine_miss_lookup	2047	128761	135141	135141	129996.6	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_open	2048	3300804	3327404	3327404	3307970.2	5	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_lookup	2048	37000	42850	42850	38134.0	5	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_exact_lookup	2048	2340	2370	2370	2344.2	5	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_case_alias_lookup	2048	65771	71570	71570	66910.4	5	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_genuine_miss_lookup	2048	41240	41350	41350	41180.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_open	16384	29681108	29739898	29739898	29442567.0	5	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_lookup	16384	46970	47210	47210	47002.0	5	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_exact_lookup	16384	2330	2370	2370	2332.0	5	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_case_alias_lookup	16384	83680	91540	91540	85010.2	5	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
linear-probe-probe	candidate	allocator	candidate	opc_casefold_source_genuine_miss_lookup	16384	49830	49900	49900	49784.0	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	53d274d48f267c590a9cab4a002d5fcb6ea00c15f04b77bba8f84a5d8a98c4d5
scalar-vec-probe	control	normal	control	opc_casefold_source_open	256	306321	309311	309311	304573.0	5	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_lookup	256	21200	21231	21231	21194.2	5	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_exact_lookup	256	2330	2370	2370	2338.0	5	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_case_alias_lookup	256	41951	42040	42040	41950.2	5	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_genuine_miss_lookup	256	17910	17990	17990	17904.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_open	2047	2473511	2502191	2502191	2478386.8	5	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_lookup	2047	150831	156920	156920	152342.6	5	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_exact_lookup	2047	2300	2320	2320	2300.0	5	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_case_alias_lookup	2047	302831	310011	310011	304065.4	5	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_genuine_miss_lookup	2047	140461	143831	143831	125918.8	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_open	2048	2502881	2530460	2530460	2502356.6	5	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_lookup	2048	37151	37170	37170	37104.4	5	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_exact_lookup	2048	2290	2300	2300	2294.0	5	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_case_alias_lookup	2048	68721	68861	68861	68732.4	5	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_genuine_miss_lookup	2048	37830	45390	45390	40012.4	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_open	16384	24370705	24628497	24628497	24376975.2	5	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_lookup	16384	47240	54430	54430	48698.2	5	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_exact_lookup	16384	2290	2330	2330	2300.0	5	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_case_alias_lookup	16384	86150	87341	87341	86316.6	5	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	control	normal	control	opc_casefold_source_genuine_miss_lookup	16384	46561	53340	53340	47890.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	e8fcda9816d1203fec2cc267181e6e5d565b9712a3681b1b75306c4381f7d21c
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_open	256	311432	318292	318292	312218.0	5	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_lookup	256	21770	22910	22910	22198.0	5	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_exact_lookup	256	2730	2780	2780	2722.0	5	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_case_alias_lookup	256	41800	45050	45050	42938.0	5	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_genuine_miss_lookup	256	19570	19580	19580	19564.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_open	2047	2477181	2504351	2504351	2472822.8	5	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_lookup	2047	150631	157600	157600	151770.8	5	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_exact_lookup	2047	2740	2880	2880	2744.0	5	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_case_alias_lookup	2047	310852	333951	333951	316049.2	5	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_genuine_miss_lookup	2047	144581	144801	144801	140030.8	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_open	2048	2464511	2530351	2530351	2480948.8	5	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_lookup	2048	36460	43361	43361	37782.2	5	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_exact_lookup	2048	2630	2720	2720	2624.0	5	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_case_alias_lookup	2048	64870	71510	71510	66186.4	5	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_genuine_miss_lookup	2048	38640	38680	38680	38626.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_open	16384	22510827	23435841	23435841	22587057.6	5	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_lookup	16384	45170	45190	45190	45128.2	5	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_exact_lookup	16384	2770	2900	2900	2798.0	5	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_case_alias_lookup	16384	84430	90671	90671	85578.4	5	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	candidate	normal	candidate	opc_casefold_source_genuine_miss_lookup	16384	48460	48500	48500	48440.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	5291271e177b3ca2e8bc805007a3f20529606a749554274a593519fa730daa51
scalar-vec-probe	control	allocator	control	opc_casefold_source_open	256	421672	444812	444812	426258.0	5	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_lookup	256	21520	21770	21770	21560.0	5	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_exact_lookup	256	2290	2310	2310	2292.0	5	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_case_alias_lookup	256	41180	41240	41240	41160.0	5	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_genuine_miss_lookup	256	19720	19760	19760	19700.0	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_open	2047	3322795	3328764	3328764	3324326.2	5	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_lookup	2047	150881	151700	151700	151004.6	5	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_exact_lookup	2047	2320	9220	9220	3714.0	5	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_case_alias_lookup	2047	300522	307012	307012	301459.6	5	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_genuine_miss_lookup	2047	148121	154600	154600	137976.4	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_open	2048	3374625	3382225	3382225	3374490.6	5	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_lookup	2048	37490	37700	37700	37530.0	5	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_exact_lookup	2048	2330	2340	2340	2328.0	5	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_case_alias_lookup	2048	67751	67860	67860	67782.4	5	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_genuine_miss_lookup	2048	41900	47490	47490	43464.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_open	16384	30905463	31811167	31811167	30930627.2	5	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_lookup	16384	48171	48290	48290	48136.2	5	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_exact_lookup	16384	2310	2380	2380	2328.0	5	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_case_alias_lookup	16384	86531	92920	92920	87830.4	5	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	control	allocator	control	opc_casefold_source_genuine_miss_lookup	16384	50020	50151	50151	49982.4	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	ed7e92deb91ed8d900876d1dcff4ff0823c5a9707a46da13c89d9145327a479f
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_open	256	412852	414412	414412	412686.0	5	9	19449	4	0	0	1	0	68bfa39a97c9d837c91a8667892bd3c0230d295c5327a84f7520b8ab02cd08b9	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_lookup	256	22010	24510	24510	22510.0	5	0	0	144	0	0	0	144	6a02c72a84e45623f8150e12608dfb3189b6bb903ffd0bce8e31ee897d14ae1f	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_exact_lookup	256	2530	2610	2610	2544.0	5	0	0	144	0	0	0	144	d8a61329d8e8909a043f56d9e6bf821fc208c82f8791c5810ed632a30b3ce637	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_case_alias_lookup	256	41900	42150	42150	41934.2	5	0	0	144	0	0	0	144	a0f21335f2147ff2ce7cfaaa7db68a7c62e95ec23d8ba9df8b74864e20b45833	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_genuine_miss_lookup	256	20220	29550	29550	22070.0	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_open	2047	3343634	3365325	3365325	3345140.2	5	11	150192	4	0	0	1	0	f96278805e54bdf67f62efc0d9b09782988ca60007c602153f2b0498c217016f	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_lookup	2047	160931	171821	171821	159396.8	5	0	0	144	0	0	0	144	3cd131d27cdec2640f017ff7998ef2fc7eb6462832039f401686f3ab021355ea	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_exact_lookup	2047	2530	2550	2550	2522.0	5	0	0	144	0	0	0	144	5ff83b42956e53036f19926d023a5e98f59889ec64e51dd618b6100753c9367e	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_case_alias_lookup	2047	303162	309231	309231	304005.4	5	0	0	144	0	0	0	144	3336a08cd318f74e98515959a34dce128aefc6b9fa3546151fbf627572c025d9	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_genuine_miss_lookup	2047	147681	149980	149980	147970.8	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_open	2048	3307124	3319975	3319975	3311616.4	5	11	150265	4	0	0	1	0	3449d32aa6d80e9cc12fbb1da1e6f5855177af1524250efda687b1ee99391298	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_lookup	2048	37580	37760	37760	37610.0	5	0	0	144	0	0	0	144	3d124a528436b1e924dcbbd7d23040d5c258e0acf8e278113c17e447f017936a	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_exact_lookup	2048	2730	2750	2750	2730.0	5	0	0	144	0	0	0	144	fa9dd41f44885e503e7a9fdbc03e97aa3b515723fe578b0e9bcaf114238990c9	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_case_alias_lookup	2048	66730	66741	66741	66644.2	5	0	0	144	0	0	0	144	ab0ffe95ce1e4c74f73dd7b9ea910991299588ee79917e99efe6c0a8e26262b4	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_genuine_miss_lookup	2048	40950	41041	41041	40964.2	5	0	0	144	0	0	0	144	fea761da167dbe4473f53f4886ea4a2da108776c8ba4b73d3f9332cc61824582	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_open	16384	29826229	30085140	30085140	29756922.4	5	27	1196793	4	0	0	1	0	86fd877006855b5dd7ee889c0f6ec00c20645ec243d628ae77080d7a416e8cdd	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_lookup	16384	46271	46370	46370	46246.2	5	0	0	144	0	0	0	144	d9b4239f722a2b243ab4f2e0d1208b8a145aa22b02e615adc2819c5cedb843fb	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_exact_lookup	16384	2511	2530	2530	2512.2	5	0	0	144	0	0	0	144	58ee4d69d4dd8ed44c627b65ffe31ac45a9c0a0f9c0c7d05478298cdb0a00b31	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
scalar-vec-probe	candidate	allocator	candidate	opc_casefold_source_case_alias_lookup	16384	86430	92300	92300	87382.4	5	0	0	144	0	0	0	144	f197c1243908b5970c2045ae96d6312d27c2109a08ca4a3752ed36b2ae1a8fce	442d78e1a5124895c0adc0a68607ad4e41bad72a320945adc9a0431d38f93424
