test-data/ole/xls/WithChart.xls	11855	11863	8
test-data/ole/xls/WithCheckBoxes.xls	2404	2422	18
test-data/ole/xls/WithConditionalFormatting.xls	12169	12234	65
test-data/ole/xls/WithCustomViews.xls	5534	106655	101121
test-data/ole/xls/WithEmbeddedObjects.xls	20999	21018	19
test-data/ole/xls/WithExtendedStyles.xls	1324	1368	44
test-data/ole/xls/WithFormattedGraphTitle.xls	1616	1663	47
test-data/ole/xls/WithHyperlink.xls	1474	1568	94
test-data/ole/xls/WithThreeCharts.xls	11994	12002	8
test-data/ole/xls/WithTwoCharts.xls	11918	11926	8
test-data/ole/xls/WithTwoHyperLinks.xls	1504	1619	115
test-data/ole/xls/empty.xls	12768	12776	8
test-data/ole/xls/password.xls	13057	14118	1061
test-data/poi/test-data/hpsf/TestUnicode.xls	1472	1512	40
test-data/poi/test-data/spreadsheet/15228.xls	18670	27926	9256
test-data/poi/test-data/spreadsheet/24207.xls	1486	1494	8
test-data/poi/test-data/spreadsheet/29942.xls	3064	27334	24270
test-data/poi/test-data/spreadsheet/35897-type4.xls	12003	12026	23
test-data/poi/test-data/spreadsheet/41139.xls	6783	7869	1086
test-data/poi/test-data/spreadsheet/44010-TwoCharts.xls	4806	5001	195
test-data/poi/test-data/spreadsheet/45365-2.xls	12426	29056	16630
test-data/poi/test-data/spreadsheet/45365.xls	13037	13053	16
test-data/poi/test-data/spreadsheet/45492.xls	1888	1939	51
test-data/poi/test-data/spreadsheet/45761.xls	1447	1488	41
test-data/poi/test-data/spreadsheet/46136-NoWarnings.xls	1392	1406	14
test-data/poi/test-data/spreadsheet/48968.xls	10797	11025	228
test-data/poi/test-data/spreadsheet/50939.xls	74505	74513	8
test-data/poi/test-data/spreadsheet/53109.xls	12292	12300	8
test-data/poi/test-data/spreadsheet/54016.xls	80808	305811	225003
test-data/poi/test-data/spreadsheet/55341_CellStyleBorder.xls	13158	13166	8
test-data/poi/test-data/spreadsheet/57456.xls	12000	12008	8
test-data/poi/test-data/spreadsheet/59858.xls	755912	772296	16384
test-data/poi/test-data/spreadsheet/ConditionalFormattingSamples.xls	546378	550977	4599
test-data/poi/test-data/spreadsheet/DBCSHeader.xls	1412	1420	8
test-data/poi/test-data/spreadsheet/DateFormats.xls	1767	1795	28
test-data/poi/test-data/spreadsheet/DrawingAndComments.xls	12491	12542	51
test-data/poi/test-data/spreadsheet/Formatting.xls	12590	12756	166
test-data/poi/test-data/spreadsheet/HyperlinksOnManySheets.xls	1478	1812	334
test-data/poi/test-data/spreadsheet/MRExtraLines.xls	12064	13197	1133
test-data/poi/test-data/spreadsheet/NewStyleConditionalFormattings.xls	11866	12252	386
test-data/poi/test-data/spreadsheet/SharedFormulaTest.xls	4399	4407	8
test-data/poi/test-data/spreadsheet/ShrinkToFit.xls	12428	12493	65
test-data/poi/test-data/spreadsheet/Simple.xls	1412	1432	20
test-data/poi/test-data/spreadsheet/SimpleMacro.xls	11714	11749	35
test-data/poi/test-data/spreadsheet/SimpleScatterChart.xls	12029	12045	16
test-data/poi/test-data/spreadsheet/SimpleWithColours.xls	1748	1884	136
test-data/poi/test-data/spreadsheet/SimpleWithComments.xls	1570	1598	28
test-data/poi/test-data/spreadsheet/SimpleWithPageBreaks.xls	1412	1427	15
test-data/poi/test-data/spreadsheet/SimpleWithPrintArea.xls	1463	1494	31
test-data/poi/test-data/spreadsheet/TwoSheetsOneHidden.xls	1518	1548	30
test-data/poi/test-data/spreadsheet/UncalcedRecord.xls	1780	1788	8
test-data/poi/test-data/spreadsheet/WithConditionalFormatting.xls	12169	12234	65
test-data/poi/test-data/spreadsheet/WithTwoHyperLinks.xls	1504	1619	115
test-data/poi/test-data/spreadsheet/XRefCalc.xls	12425	12495	70
test-data/poi/test-data/spreadsheet/colwidth.xls	1412	1420	8
test-data/poi/test-data/spreadsheet/comments.xls	2322	2351	29
test-data/poi/test-data/spreadsheet/duprich1.xls	1967	3043	1076
test-data/poi/test-data/spreadsheet/duprich2.xls	1856	1934	78
test-data/poi/test-data/spreadsheet/dvEmpty.xls	11695	11824	129
test-data/poi/test-data/spreadsheet/externalFunctionExample.xls	11937	11967	30
test-data/poi/test-data/spreadsheet/external_name.xls	18893	21548	2655
test-data/poi/test-data/spreadsheet/named-cell-in-formula-test.xls	-	-	0
test-data/poi/test-data/spreadsheet/named-cell-test.xls	-	-	0
test-data/poi/test-data/spreadsheet/namedinput.xls	1522	1530	8
test-data/poi/test-data/spreadsheet/testNames.xls	12813	12825	12
test-data/poi/test-data/spreadsheet/unicodeNameRecord.xls	1865	2029	164
test-data/poi/test-data/spreadsheet/xor-encryption-abc.xls	1094	1102	8
