path	verdict	src_members	out_members	identical	differs	added	removed	diff	expected_only
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheetProtection_allLocked.xlsx	error:no stored value cell	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sheetProtection_not_protected.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sortconditionref.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/sortconditionref2.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/style-alternate-content.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/styles.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/table-sample.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/tableStyle.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/test_conditional_formatting.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
/home/zhuhe/code/litchi-worktrees/before-70d7768cc/test-data/ooxml/xlsx/universal-content.xlsx	refused:invalid XLSX structure: value-only edits refuse package relationship 'http://schemas.openxmlformats.org/officedocument/2006/relationships/metadata/core-properties'	-	-	-	-	-	-	-	-
