# kind fixture detail eager lazy verdict
open ooxml/pptx/smartart-composite-infer-right.pptx - ok ok MATCH
parts ooxml/pptx/smartart-composite-infer-right.pptx - 18 18 MATCH
opc-noop ooxml/pptx/smartart-composite-infer-right.pptx - c1069e41469ba37bdef0cf5752151f52ce614287c0fc62a466fe8fcf04c01179:23250 c1069e41469ba37bdef0cf5752151f52ce614287c0fc62a466fe8fcf04c01179:23250 MATCH
opc-reblob ooxml/pptx/smartart-composite-infer-right.pptx - c1069e41469ba37bdef0cf5752151f52ce614287c0fc62a466fe8fcf04c01179:23250 c1069e41469ba37bdef0cf5752151f52ce614287c0fc62a466fe8fcf04c01179:23250 MATCH
open ooxml/pptx/smartart-continuous-block-process.pptx - ok ok MATCH
parts ooxml/pptx/smartart-continuous-block-process.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-continuous-block-process.pptx - 62c931df23533946fb51d8257bfb34c7a1f123206af36d6b1cdcc1fa1df511b3:46204 62c931df23533946fb51d8257bfb34c7a1f123206af36d6b1cdcc1fa1df511b3:46204 MATCH
opc-reblob ooxml/pptx/smartart-continuous-block-process.pptx - 62c931df23533946fb51d8257bfb34c7a1f123206af36d6b1cdcc1fa1df511b3:46204 62c931df23533946fb51d8257bfb34c7a1f123206af36d6b1cdcc1fa1df511b3:46204 MATCH
open ooxml/pptx/smartart-cycle-matrix.pptx - ok ok MATCH
parts ooxml/pptx/smartart-cycle-matrix.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-cycle-matrix.pptx - 48f18cdc8bac44bd07bd36eddacac33397f41f1b4ab9ced27663c028fff227f1:56986 48f18cdc8bac44bd07bd36eddacac33397f41f1b4ab9ced27663c028fff227f1:56986 MATCH
opc-reblob ooxml/pptx/smartart-cycle-matrix.pptx - 48f18cdc8bac44bd07bd36eddacac33397f41f1b4ab9ced27663c028fff227f1:56986 48f18cdc8bac44bd07bd36eddacac33397f41f1b4ab9ced27663c028fff227f1:56986 MATCH
open ooxml/pptx/smartart-cycle.pptx - ok ok MATCH
parts ooxml/pptx/smartart-cycle.pptx - 26 26 MATCH
opc-noop ooxml/pptx/smartart-cycle.pptx - 11b660611f00e297661a663a0904d7247fbbe173caa67ee36dbad68b1dfd9e0c:35322 11b660611f00e297661a663a0904d7247fbbe173caa67ee36dbad68b1dfd9e0c:35322 MATCH
opc-reblob ooxml/pptx/smartart-cycle.pptx - 11b660611f00e297661a663a0904d7247fbbe173caa67ee36dbad68b1dfd9e0c:35322 11b660611f00e297661a663a0904d7247fbbe173caa67ee36dbad68b1dfd9e0c:35322 MATCH
open ooxml/pptx/smartart-data-follow.pptx - ok ok MATCH
parts ooxml/pptx/smartart-data-follow.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-data-follow.pptx - 860b23834bdc0f8073092d04fbc049449f234e555d5772d4f9025e4b449bc0b6:56896 860b23834bdc0f8073092d04fbc049449f234e555d5772d4f9025e4b449bc0b6:56896 MATCH
opc-reblob ooxml/pptx/smartart-data-follow.pptx - 860b23834bdc0f8073092d04fbc049449f234e555d5772d4f9025e4b449bc0b6:56896 860b23834bdc0f8073092d04fbc049449f234e555d5772d4f9025e4b449bc0b6:56896 MATCH
open ooxml/pptx/smartart-dir.pptx - ok ok MATCH
parts ooxml/pptx/smartart-dir.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-dir.pptx - f4022c7b06b9bcfabd4a763719172a97647b4e585135a6ece29003ba96414d54:41593 f4022c7b06b9bcfabd4a763719172a97647b4e585135a6ece29003ba96414d54:41593 MATCH
opc-reblob ooxml/pptx/smartart-dir.pptx - f4022c7b06b9bcfabd4a763719172a97647b4e585135a6ece29003ba96414d54:41593 f4022c7b06b9bcfabd4a763719172a97647b4e585135a6ece29003ba96414d54:41593 MATCH
open ooxml/pptx/smartart-font-size.pptx - ok ok MATCH
parts ooxml/pptx/smartart-font-size.pptx - 35 35 MATCH
opc-noop ooxml/pptx/smartart-font-size.pptx - 7aba5a399337fc0b6f45b5a340cb32f5ade07142487f2663dd01fe320e1886f3:63915 7aba5a399337fc0b6f45b5a340cb32f5ade07142487f2663dd01fe320e1886f3:63915 MATCH
opc-reblob ooxml/pptx/smartart-font-size.pptx - 7aba5a399337fc0b6f45b5a340cb32f5ade07142487f2663dd01fe320e1886f3:63915 7aba5a399337fc0b6f45b5a340cb32f5ade07142487f2663dd01fe320e1886f3:63915 MATCH
open ooxml/pptx/smartart-interopgrabbag.pptx - ok ok MATCH
parts ooxml/pptx/smartart-interopgrabbag.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-interopgrabbag.pptx - ef7450d6f0588fb5b81e9c570b01bb4cde930f3beb7aaa70e267643997cdb14b:39440 ef7450d6f0588fb5b81e9c570b01bb4cde930f3beb7aaa70e267643997cdb14b:39440 MATCH
opc-reblob ooxml/pptx/smartart-interopgrabbag.pptx - ef7450d6f0588fb5b81e9c570b01bb4cde930f3beb7aaa70e267643997cdb14b:39440 ef7450d6f0588fb5b81e9c570b01bb4cde930f3beb7aaa70e267643997cdb14b:39440 MATCH
open ooxml/pptx/smartart-linear-rule-vert.pptx - ok ok MATCH
parts ooxml/pptx/smartart-linear-rule-vert.pptx - 30 30 MATCH
opc-noop ooxml/pptx/smartart-linear-rule-vert.pptx - 6c742f4d18c4de4af78c4854f49394ea1c0761d2e834590b64c90c6d5b15330d:73085 6c742f4d18c4de4af78c4854f49394ea1c0761d2e834590b64c90c6d5b15330d:73085 MATCH
opc-reblob ooxml/pptx/smartart-linear-rule-vert.pptx - 6c742f4d18c4de4af78c4854f49394ea1c0761d2e834590b64c90c6d5b15330d:73085 6c742f4d18c4de4af78c4854f49394ea1c0761d2e834590b64c90c6d5b15330d:73085 MATCH
open ooxml/pptx/smartart-linear-rule.pptx - ok ok MATCH
parts ooxml/pptx/smartart-linear-rule.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-linear-rule.pptx - 91c0c8598059d06331b5a5db3a0b3503b8f37e9ce0e164c978a48d5cdafed570:43743 91c0c8598059d06331b5a5db3a0b3503b8f37e9ce0e164c978a48d5cdafed570:43743 MATCH
opc-reblob ooxml/pptx/smartart-linear-rule.pptx - 91c0c8598059d06331b5a5db3a0b3503b8f37e9ce0e164c978a48d5cdafed570:43743 91c0c8598059d06331b5a5db3a0b3503b8f37e9ce0e164c978a48d5cdafed570:43743 MATCH
open ooxml/pptx/smartart-maxdepth.pptx - ok ok MATCH
parts ooxml/pptx/smartart-maxdepth.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-maxdepth.pptx - 6dd884dd5865f5f51260d5fd3b07257d1cec1b229f39f962d84d8f1b167483ae:43256 6dd884dd5865f5f51260d5fd3b07257d1cec1b229f39f962d84d8f1b167483ae:43256 MATCH
opc-reblob ooxml/pptx/smartart-maxdepth.pptx - 6dd884dd5865f5f51260d5fd3b07257d1cec1b229f39f962d84d8f1b167483ae:43256 6dd884dd5865f5f51260d5fd3b07257d1cec1b229f39f962d84d8f1b167483ae:43256 MATCH
open ooxml/pptx/smartart-missing-bullet.pptx - ok ok MATCH
parts ooxml/pptx/smartart-missing-bullet.pptx - 22 22 MATCH
opc-noop ooxml/pptx/smartart-missing-bullet.pptx - 3057c76a2ed4e0995a209873ced2a56b8bb56437ecce62c31caf18eafb688ddb:30139 3057c76a2ed4e0995a209873ced2a56b8bb56437ecce62c31caf18eafb688ddb:30139 MATCH
opc-reblob ooxml/pptx/smartart-missing-bullet.pptx - 3057c76a2ed4e0995a209873ced2a56b8bb56437ecce62c31caf18eafb688ddb:30139 3057c76a2ed4e0995a209873ced2a56b8bb56437ecce62c31caf18eafb688ddb:30139 MATCH
open ooxml/pptx/smartart-multidirectional.pptx - ok ok MATCH
parts ooxml/pptx/smartart-multidirectional.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-multidirectional.pptx - d1e608a650dd52a219c530df66dceb824da625dcbb94062df2bf8348369b2876:43588 d1e608a650dd52a219c530df66dceb824da625dcbb94062df2bf8348369b2876:43588 MATCH
opc-reblob ooxml/pptx/smartart-multidirectional.pptx - d1e608a650dd52a219c530df66dceb824da625dcbb94062df2bf8348369b2876:43588 d1e608a650dd52a219c530df66dceb824da625dcbb94062df2bf8348369b2876:43588 MATCH
open ooxml/pptx/smartart-org-chart.pptx - ok ok MATCH
parts ooxml/pptx/smartart-org-chart.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-org-chart.pptx - 7a457c32c73efed6244cf79e184994a2f2a0cb65901f6ce4f3dfcd22dbcf4ac1:57764 7a457c32c73efed6244cf79e184994a2f2a0cb65901f6ce4f3dfcd22dbcf4ac1:57764 MATCH
opc-reblob ooxml/pptx/smartart-org-chart.pptx - 7a457c32c73efed6244cf79e184994a2f2a0cb65901f6ce4f3dfcd22dbcf4ac1:57764 7a457c32c73efed6244cf79e184994a2f2a0cb65901f6ce4f3dfcd22dbcf4ac1:57764 MATCH
open ooxml/pptx/smartart-org-chart2.pptx - ok ok MATCH
parts ooxml/pptx/smartart-org-chart2.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-org-chart2.pptx - e09fe90dd306496aa5b856daf036748ce3267994118faccec6b2153d942ba9ec:64524 e09fe90dd306496aa5b856daf036748ce3267994118faccec6b2153d942ba9ec:64524 MATCH
opc-reblob ooxml/pptx/smartart-org-chart2.pptx - e09fe90dd306496aa5b856daf036748ce3267994118faccec6b2153d942ba9ec:64524 e09fe90dd306496aa5b856daf036748ce3267994118faccec6b2153d942ba9ec:64524 MATCH
open ooxml/pptx/smartart-picture-strip.pptx - ok ok MATCH
parts ooxml/pptx/smartart-picture-strip.pptx - 31 31 MATCH
opc-noop ooxml/pptx/smartart-picture-strip.pptx - 6424c0c3dd8a19884365cf9d7c8bf2e24963fc9233afb4846345ea52cb9978d0:52395 6424c0c3dd8a19884365cf9d7c8bf2e24963fc9233afb4846345ea52cb9978d0:52395 MATCH
opc-reblob ooxml/pptx/smartart-picture-strip.pptx - 6424c0c3dd8a19884365cf9d7c8bf2e24963fc9233afb4846345ea52cb9978d0:52395 6424c0c3dd8a19884365cf9d7c8bf2e24963fc9233afb4846345ea52cb9978d0:52395 MATCH
open ooxml/pptx/smartart-preserve.pptx - ok ok MATCH
parts ooxml/pptx/smartart-preserve.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-preserve.pptx - e11d9ab15a806c4e2e659014535831f645c787f071ddeccf930e751497579139:40598 e11d9ab15a806c4e2e659014535831f645c787f071ddeccf930e751497579139:40598 MATCH
opc-reblob ooxml/pptx/smartart-preserve.pptx - e11d9ab15a806c4e2e659014535831f645c787f071ddeccf930e751497579139:40598 e11d9ab15a806c4e2e659014535831f645c787f071ddeccf930e751497579139:40598 MATCH
open ooxml/pptx/smartart-pyramid-1child.pptx - ok ok MATCH
parts ooxml/pptx/smartart-pyramid-1child.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-pyramid-1child.pptx - 38aef336872cb79e3e4bfa313f511db85c6f60d19118ec63dc3aa8d25c1ae3cc:40075 38aef336872cb79e3e4bfa313f511db85c6f60d19118ec63dc3aa8d25c1ae3cc:40075 MATCH
opc-reblob ooxml/pptx/smartart-pyramid-1child.pptx - 38aef336872cb79e3e4bfa313f511db85c6f60d19118ec63dc3aa8d25c1ae3cc:40075 38aef336872cb79e3e4bfa313f511db85c6f60d19118ec63dc3aa8d25c1ae3cc:40075 MATCH
open ooxml/pptx/smartart-recursion.pptx - ok ok MATCH
parts ooxml/pptx/smartart-recursion.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-recursion.pptx - e1e55d4e3d31079ec552aa55d881773997e41c7a177724a3990f5d3b4eaa8d5d:52943 e1e55d4e3d31079ec552aa55d881773997e41c7a177724a3990f5d3b4eaa8d5d:52943 MATCH
opc-reblob ooxml/pptx/smartart-recursion.pptx - e1e55d4e3d31079ec552aa55d881773997e41c7a177724a3990f5d3b4eaa8d5d:52943 e1e55d4e3d31079ec552aa55d881773997e41c7a177724a3990f5d3b4eaa8d5d:52943 MATCH
open ooxml/pptx/smartart-rightoleftblockdiagram.pptx - ok ok MATCH
parts ooxml/pptx/smartart-rightoleftblockdiagram.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-rightoleftblockdiagram.pptx - e5ccf6cc6c4aeb9faa4aa9facfa9cb9635246131545b212d7980c7845e9f8bc5:43399 e5ccf6cc6c4aeb9faa4aa9facfa9cb9635246131545b212d7980c7845e9f8bc5:43399 MATCH
opc-reblob ooxml/pptx/smartart-rightoleftblockdiagram.pptx - e5ccf6cc6c4aeb9faa4aa9facfa9cb9635246131545b212d7980c7845e9f8bc5:43399 e5ccf6cc6c4aeb9faa4aa9facfa9cb9635246131545b212d7980c7845e9f8bc5:43399 MATCH
open ooxml/pptx/smartart-rotation.pptx - ok ok MATCH
parts ooxml/pptx/smartart-rotation.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-rotation.pptx - f170b07db0203a12d3ff869d1e7e31c638816c3738606862ff012686894163d9:43886 f170b07db0203a12d3ff869d1e7e31c638816c3738606862ff012686894163d9:43886 MATCH
opc-reblob ooxml/pptx/smartart-rotation.pptx - f170b07db0203a12d3ff869d1e7e31c638816c3738606862ff012686894163d9:43886 f170b07db0203a12d3ff869d1e7e31c638816c3738606862ff012686894163d9:43886 MATCH
open ooxml/pptx/smartart-rotation2.pptx - ok ok MATCH
parts ooxml/pptx/smartart-rotation2.pptx - 29 29 MATCH
opc-noop ooxml/pptx/smartart-rotation2.pptx - 489a00825c38a00c17a457411e033ea4fde500c28f6f28477f52e6353417ef0e:43658 489a00825c38a00c17a457411e033ea4fde500c28f6f28477f52e6353417ef0e:43658 MATCH
opc-reblob ooxml/pptx/smartart-rotation2.pptx - 489a00825c38a00c17a457411e033ea4fde500c28f6f28477f52e6353417ef0e:43658 489a00825c38a00c17a457411e033ea4fde500c28f6f28477f52e6353417ef0e:43658 MATCH
open ooxml/pptx/smartart-simple.pptx - ok ok MATCH
parts ooxml/pptx/smartart-simple.pptx - 29 29 MATCH
opc-noop ooxml/pptx/smartart-simple.pptx - 238ff6433dac00b2722edb9a29d97f56ab4f3c9c37f33a73d6f53baf494916aa:71102 238ff6433dac00b2722edb9a29d97f56ab4f3c9c37f33a73d6f53baf494916aa:71102 MATCH
opc-reblob ooxml/pptx/smartart-simple.pptx - 238ff6433dac00b2722edb9a29d97f56ab4f3c9c37f33a73d6f53baf494916aa:71102 238ff6433dac00b2722edb9a29d97f56ab4f3c9c37f33a73d6f53baf494916aa:71102 MATCH
open ooxml/pptx/smartart-snake-rows.pptx - ok ok MATCH
parts ooxml/pptx/smartart-snake-rows.pptx - 32 32 MATCH
opc-noop ooxml/pptx/smartart-snake-rows.pptx - 1c9e0d9e75ad4b25b8cf4073c07473bb92a97fcf59f451d4f9d7d9f45202ebf2:52893 1c9e0d9e75ad4b25b8cf4073c07473bb92a97fcf59f451d4f9d7d9f45202ebf2:52893 MATCH
opc-reblob ooxml/pptx/smartart-snake-rows.pptx - 1c9e0d9e75ad4b25b8cf4073c07473bb92a97fcf59f451d4f9d7d9f45202ebf2:52893 1c9e0d9e75ad4b25b8cf4073c07473bb92a97fcf59f451d4f9d7d9f45202ebf2:52893 MATCH
open ooxml/pptx/smartart-tdf134221.pptx - ok ok MATCH
parts ooxml/pptx/smartart-tdf134221.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-tdf134221.pptx - 761ff09c0d29efa8ed013a34c1deb4b0acfe3006a7c84f06f7d42eea53567725:46706 761ff09c0d29efa8ed013a34c1deb4b0acfe3006a7c84f06f7d42eea53567725:46706 MATCH
opc-reblob ooxml/pptx/smartart-tdf134221.pptx - 761ff09c0d29efa8ed013a34c1deb4b0acfe3006a7c84f06f7d42eea53567725:46706 761ff09c0d29efa8ed013a34c1deb4b0acfe3006a7c84f06f7d42eea53567725:46706 MATCH
open ooxml/pptx/smartart-text.pptx - ok ok MATCH
parts ooxml/pptx/smartart-text.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-text.pptx - 2e38dd189152e2bcf2f368a71495a02747b818087063ed46d9720fd708f2b0ec:38762 2e38dd189152e2bcf2f368a71495a02747b818087063ed46d9720fd708f2b0ec:38762 MATCH
opc-reblob ooxml/pptx/smartart-text.pptx - 2e38dd189152e2bcf2f368a71495a02747b818087063ed46d9720fd708f2b0ec:38762 2e38dd189152e2bcf2f368a71495a02747b818087063ed46d9720fd708f2b0ec:38762 MATCH
open ooxml/pptx/smartart-vertical-block-list.pptx - ok ok MATCH
parts ooxml/pptx/smartart-vertical-block-list.pptx - 27 27 MATCH
opc-noop ooxml/pptx/smartart-vertical-block-list.pptx - c2922783b786935b7b21c1a03e0547d02ab8412e4684ab874c7e64e750e5794c:47533 c2922783b786935b7b21c1a03e0547d02ab8412e4684ab874c7e64e750e5794c:47533 MATCH
opc-reblob ooxml/pptx/smartart-vertical-block-list.pptx - c2922783b786935b7b21c1a03e0547d02ab8412e4684ab874c7e64e750e5794c:47533 c2922783b786935b7b21c1a03e0547d02ab8412e4684ab874c7e64e750e5794c:47533 MATCH
open ooxml/pptx/smartart-vertical-box-list.pptx - ok ok MATCH
parts ooxml/pptx/smartart-vertical-box-list.pptx - 28 28 MATCH
opc-noop ooxml/pptx/smartart-vertical-box-list.pptx - 3004536746aed2f7e0715eb4af05fe52db10cb445354c8d717dcdf4eb7c96d43:43018 3004536746aed2f7e0715eb4af05fe52db10cb445354c8d717dcdf4eb7c96d43:43018 MATCH
opc-reblob ooxml/pptx/smartart-vertical-box-list.pptx - 3004536746aed2f7e0715eb4af05fe52db10cb445354c8d717dcdf4eb7c96d43:43018 3004536746aed2f7e0715eb4af05fe52db10cb445354c8d717dcdf4eb7c96d43:43018 MATCH
open ooxml/pptx/trigger.pptx - ok ok MATCH
parts ooxml/pptx/trigger.pptx - 23 23 MATCH
opc-noop ooxml/pptx/trigger.pptx - a839ae0d8db1cbf9d4bdff4abf6db2ca2adb05701f04543afaae9bec738fb6f4:32278 a839ae0d8db1cbf9d4bdff4abf6db2ca2adb05701f04543afaae9bec738fb6f4:32278 MATCH
opc-reblob ooxml/pptx/trigger.pptx - a839ae0d8db1cbf9d4bdff4abf6db2ca2adb05701f04543afaae9bec738fb6f4:32278 a839ae0d8db1cbf9d4bdff4abf6db2ca2adb05701f04543afaae9bec738fb6f4:32278 MATCH
open ooxml/xlsb/51519.xlsb - ok ok MATCH
parts ooxml/xlsb/51519.xlsb - 14 14 MATCH
opc-noop ooxml/xlsb/51519.xlsb - 53ebff181db309ae9b602780591836515678db7590aeb59942f9c3348fe61192:10897 53ebff181db309ae9b602780591836515678db7590aeb59942f9c3348fe61192:10897 MATCH
opc-reblob ooxml/xlsb/51519.xlsb - 53ebff181db309ae9b602780591836515678db7590aeb59942f9c3348fe61192:10897 53ebff181db309ae9b602780591836515678db7590aeb59942f9c3348fe61192:10897 MATCH
open ooxml/xlsb/62815.xlsb - ok ok MATCH
parts ooxml/xlsb/62815.xlsb - 10 10 MATCH
opc-noop ooxml/xlsb/62815.xlsb - 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 MATCH
opc-reblob ooxml/xlsb/62815.xlsb - 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 2c1da74896f383b8cb33cb128bfeef20783572b81ca48410229bb098ac5c3565:10665 MATCH
open ooxml/xlsb/Simple.xlsb - ok ok MATCH
parts ooxml/xlsb/Simple.xlsb - 14 14 MATCH
opc-noop ooxml/xlsb/Simple.xlsb - 41b0c82bfa682f968d69e05e23137232d6c89ea4f24439786f0b779be319929b:9161 41b0c82bfa682f968d69e05e23137232d6c89ea4f24439786f0b779be319929b:9161 MATCH
opc-reblob ooxml/xlsb/Simple.xlsb - 41b0c82bfa682f968d69e05e23137232d6c89ea4f24439786f0b779be319929b:9161 41b0c82bfa682f968d69e05e23137232d6c89ea4f24439786f0b779be319929b:9161 MATCH
open ooxml/xlsb/bug66682.xlsb - ok ok MATCH
parts ooxml/xlsb/bug66682.xlsb - 13 13 MATCH
opc-noop ooxml/xlsb/bug66682.xlsb - 490f0430a6bd44bdf697c7a41a898bce632ce2b775797c3b8c1517764c0900b3:9580 490f0430a6bd44bdf697c7a41a898bce632ce2b775797c3b8c1517764c0900b3:9580 MATCH
opc-reblob ooxml/xlsb/bug66682.xlsb - 490f0430a6bd44bdf697c7a41a898bce632ce2b775797c3b8c1517764c0900b3:9580 490f0430a6bd44bdf697c7a41a898bce632ce2b775797c3b8c1517764c0900b3:9580 MATCH
open ooxml/xlsb/comments.xlsb - ok ok MATCH
parts ooxml/xlsb/comments.xlsb - 16 16 MATCH
opc-noop ooxml/xlsb/comments.xlsb - d22daaebbc2a18d29cc3d6f1bb257cad1d880a32311a7def0b288f795b6340d6:10796 d22daaebbc2a18d29cc3d6f1bb257cad1d880a32311a7def0b288f795b6340d6:10796 MATCH
opc-reblob ooxml/xlsb/comments.xlsb - d22daaebbc2a18d29cc3d6f1bb257cad1d880a32311a7def0b288f795b6340d6:10796 d22daaebbc2a18d29cc3d6f1bb257cad1d880a32311a7def0b288f795b6340d6:10796 MATCH
open ooxml/xlsb/cond_format.xlsb - ok ok MATCH
parts ooxml/xlsb/cond_format.xlsb - 10 10 MATCH
opc-noop ooxml/xlsb/cond_format.xlsb - 801eeac381ebf3e3df0adeaf15020b63ebe9ea8d8326203d0bdf9043147dfc86:8253 801eeac381ebf3e3df0adeaf15020b63ebe9ea8d8326203d0bdf9043147dfc86:8253 MATCH
opc-reblob ooxml/xlsb/cond_format.xlsb - 801eeac381ebf3e3df0adeaf15020b63ebe9ea8d8326203d0bdf9043147dfc86:8253 801eeac381ebf3e3df0adeaf15020b63ebe9ea8d8326203d0bdf9043147dfc86:8253 MATCH
open ooxml/xlsb/date.xlsb - ok ok MATCH
parts ooxml/xlsb/date.xlsb - 9 9 MATCH
opc-noop ooxml/xlsb/date.xlsb - fbb969989aabed2e057b2ddfc4cfd10ef1f6ebe9b7697c3755283515158d5b09:7566 fbb969989aabed2e057b2ddfc4cfd10ef1f6ebe9b7697c3755283515158d5b09:7566 MATCH
opc-reblob ooxml/xlsb/date.xlsb - fbb969989aabed2e057b2ddfc4cfd10ef1f6ebe9b7697c3755283515158d5b09:7566 fbb969989aabed2e057b2ddfc4cfd10ef1f6ebe9b7697c3755283515158d5b09:7566 MATCH
open ooxml/xlsb/hyperlink.xlsb - ok ok MATCH
parts ooxml/xlsb/hyperlink.xlsb - 10 10 MATCH
opc-noop ooxml/xlsb/hyperlink.xlsb - 6675f4bde45d1291e1d56783b7abe2857f56837ca674c7877dfc125fb49a4724:7882 6675f4bde45d1291e1d56783b7abe2857f56837ca674c7877dfc125fb49a4724:7882 MATCH
opc-reblob ooxml/xlsb/hyperlink.xlsb - 6675f4bde45d1291e1d56783b7abe2857f56837ca674c7877dfc125fb49a4724:7882 6675f4bde45d1291e1d56783b7abe2857f56837ca674c7877dfc125fb49a4724:7882 MATCH
open ooxml/xlsb/pivot-cache-ac-prefixed.xlsb - ok ok MATCH
parts ooxml/xlsb/pivot-cache-ac-prefixed.xlsb - 15 15 MATCH
opc-noop ooxml/xlsb/pivot-cache-ac-prefixed.xlsb - 343dba333fd1aa9fa8c4a28d4b948ec90a14b3adab29d34079f42adfe340d761:11002 343dba333fd1aa9fa8c4a28d4b948ec90a14b3adab29d34079f42adfe340d761:11002 MATCH
opc-reblob ooxml/xlsb/pivot-cache-ac-prefixed.xlsb - 343dba333fd1aa9fa8c4a28d4b948ec90a14b3adab29d34079f42adfe340d761:11002 343dba333fd1aa9fa8c4a28d4b948ec90a14b3adab29d34079f42adfe340d761:11002 MATCH
open ooxml/xlsb/sample.xlsb - ok ok MATCH
parts ooxml/xlsb/sample.xlsb - 18 18 MATCH
opc-noop ooxml/xlsb/sample.xlsb - 8cf995ace93f9d0e3bf34b6bdb1355ff46db2d418f6f3fb7943fdc4ca1db4d1b:10843 8cf995ace93f9d0e3bf34b6bdb1355ff46db2d418f6f3fb7943fdc4ca1db4d1b:10843 MATCH
opc-reblob ooxml/xlsb/sample.xlsb - 8cf995ace93f9d0e3bf34b6bdb1355ff46db2d418f6f3fb7943fdc4ca1db4d1b:10843 8cf995ace93f9d0e3bf34b6bdb1355ff46db2d418f6f3fb7943fdc4ca1db4d1b:10843 MATCH
open ooxml/xlsb/universal-content.xlsb - ok ok MATCH
parts ooxml/xlsb/universal-content.xlsb - 17 17 MATCH
opc-noop ooxml/xlsb/universal-content.xlsb - 3d425c433c4f0688d4d2f2c84bbcfc25494641d0d38cbe96d6a954d820536170:11087 3d425c433c4f0688d4d2f2c84bbcfc25494641d0d38cbe96d6a954d820536170:11087 MATCH
opc-reblob ooxml/xlsb/universal-content.xlsb - 3d425c433c4f0688d4d2f2c84bbcfc25494641d0d38cbe96d6a954d820536170:11087 3d425c433c4f0688d4d2f2c84bbcfc25494641d0d38cbe96d6a954d820536170:11087 MATCH
open ooxml/xlsx/ConditionalFormattingSamples.xlsx - ok ok MATCH
parts ooxml/xlsx/ConditionalFormattingSamples.xlsx - 92 92 MATCH
opc-noop ooxml/xlsx/ConditionalFormattingSamples.xlsx - 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 MATCH
opc-reblob ooxml/xlsx/ConditionalFormattingSamples.xlsx - 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 8dfa997a642c00a1da8c0750c371f204553a98c537ca046028b052f9b424a074:654688 MATCH
open ooxml/xlsx/CustomXMLMappings-complex-type.xlsx - ok ok MATCH
parts ooxml/xlsx/CustomXMLMappings-complex-type.xlsx - 17 17 MATCH
opc-noop ooxml/xlsx/CustomXMLMappings-complex-type.xlsx - 04455b63ab8f8fd3d879b63a7d2bacc5518821ede0c933a2799354a9adaf4b68:14979 04455b63ab8f8fd3d879b63a7d2bacc5518821ede0c933a2799354a9adaf4b68:14979 MATCH
opc-reblob ooxml/xlsx/CustomXMLMappings-complex-type.xlsx - 04455b63ab8f8fd3d879b63a7d2bacc5518821ede0c933a2799354a9adaf4b68:14979 04455b63ab8f8fd3d879b63a7d2bacc5518821ede0c933a2799354a9adaf4b68:14979 MATCH
open ooxml/xlsx/CustomXMLMappings.xlsx - ok ok MATCH
parts ooxml/xlsx/CustomXMLMappings.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/CustomXMLMappings.xlsx - 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 MATCH
opc-reblob ooxml/xlsx/CustomXMLMappings.xlsx - 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 6a5fbb160c7c9c2add5125ac07ceaf3f841d40e03d5c75025ab71946d49af289:9906 MATCH
open ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx - ok ok MATCH
parts ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx - acbba8c672a3977e24813f017c276986d06909760835a5a3a12899e2a8816c87:9915 acbba8c672a3977e24813f017c276986d06909760835a5a3a12899e2a8816c87:9915 MATCH
opc-reblob ooxml/xlsx/CustomXmlMappings-inverse-order.xlsx - acbba8c672a3977e24813f017c276986d06909760835a5a3a12899e2a8816c87:9915 acbba8c672a3977e24813f017c276986d06909760835a5a3a12899e2a8816c87:9915 MATCH
