# kind fixture detail eager lazy verdict
opc-reblob ooxml/xlsx/DateFormatNumberTests.xlsx - d18aade6ad10435baa4be3ac1c4ba4c15e48248bc24b91926920f3dec0aca033:10981 d18aade6ad10435baa4be3ac1c4ba4c15e48248bc24b91926920f3dec0aca033:10981 MATCH
open ooxml/xlsx/DateFormatTests.xlsx - ok ok MATCH
parts ooxml/xlsx/DateFormatTests.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/DateFormatTests.xlsx - 16445dc0deba00671ee4315015a970d415ce9886da59c974532d946e99276c66:12394 16445dc0deba00671ee4315015a970d415ce9886da59c974532d946e99276c66:12394 MATCH
opc-reblob ooxml/xlsx/DateFormatTests.xlsx - 16445dc0deba00671ee4315015a970d415ce9886da59c974532d946e99276c66:12394 16445dc0deba00671ee4315015a970d415ce9886da59c974532d946e99276c66:12394 MATCH
open ooxml/xlsx/ExcelPivotTableSample.xlsx - ok ok MATCH
parts ooxml/xlsx/ExcelPivotTableSample.xlsx - 19 19 MATCH
opc-noop ooxml/xlsx/ExcelPivotTableSample.xlsx - f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 MATCH
opc-reblob ooxml/xlsx/ExcelPivotTableSample.xlsx - f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 f0ef1d61c9f3d8b27b18a876b8e24676314c6450ed64a725a7bfaa603fdd67e3:19460 MATCH
open ooxml/xlsx/ExcelTables.xlsx - ok ok MATCH
parts ooxml/xlsx/ExcelTables.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/ExcelTables.xlsx - 1e43011440eb39000d1751abaf9ded42d37b26f91b4f586a94bf91ce8ecbe9e5:9457 1e43011440eb39000d1751abaf9ded42d37b26f91b4f586a94bf91ce8ecbe9e5:9457 MATCH
opc-reblob ooxml/xlsx/ExcelTables.xlsx - 1e43011440eb39000d1751abaf9ded42d37b26f91b4f586a94bf91ce8ecbe9e5:9457 1e43011440eb39000d1751abaf9ded42d37b26f91b4f586a94bf91ce8ecbe9e5:9457 MATCH
open ooxml/xlsx/FormatChoiceTests.xlsx - ok ok MATCH
parts ooxml/xlsx/FormatChoiceTests.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/FormatChoiceTests.xlsx - c8a86eedc7da9b9f421210cd42bb1164df4d068f39c1b10768f8e780f4f58852:46589 c8a86eedc7da9b9f421210cd42bb1164df4d068f39c1b10768f8e780f4f58852:46589 MATCH
opc-reblob ooxml/xlsx/FormatChoiceTests.xlsx - c8a86eedc7da9b9f421210cd42bb1164df4d068f39c1b10768f8e780f4f58852:46589 c8a86eedc7da9b9f421210cd42bb1164df4d068f39c1b10768f8e780f4f58852:46589 MATCH
open ooxml/xlsx/FormatConditionTests.xlsx - ok ok MATCH
parts ooxml/xlsx/FormatConditionTests.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/FormatConditionTests.xlsx - 96afa10c8f1f633fc2eaebf21a0883c96a8be2cc5f38fc8c2e826b5d9c140d4f:14577 96afa10c8f1f633fc2eaebf21a0883c96a8be2cc5f38fc8c2e826b5d9c140d4f:14577 MATCH
opc-reblob ooxml/xlsx/FormatConditionTests.xlsx - 96afa10c8f1f633fc2eaebf21a0883c96a8be2cc5f38fc8c2e826b5d9c140d4f:14577 96afa10c8f1f633fc2eaebf21a0883c96a8be2cc5f38fc8c2e826b5d9c140d4f:14577 MATCH
open ooxml/xlsx/Formatting.xlsx - ok ok MATCH
parts ooxml/xlsx/Formatting.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/Formatting.xlsx - 5a0aa7c36c53b22cd26e3eeb2ee49bf16f7e4101aafa8b1503a0778f4010ddbc:8847 5a0aa7c36c53b22cd26e3eeb2ee49bf16f7e4101aafa8b1503a0778f4010ddbc:8847 MATCH
opc-reblob ooxml/xlsx/Formatting.xlsx - 5a0aa7c36c53b22cd26e3eeb2ee49bf16f7e4101aafa8b1503a0778f4010ddbc:8847 5a0aa7c36c53b22cd26e3eeb2ee49bf16f7e4101aafa8b1503a0778f4010ddbc:8847 MATCH
open ooxml/xlsx/HeaderFooterComplexFormats.xlsx - ok ok MATCH
parts ooxml/xlsx/HeaderFooterComplexFormats.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/HeaderFooterComplexFormats.xlsx - 70828c7e2e8b0068410009e7ab5054e475d1195ad6c6f4303e03732ab8f7ca9c:9543 70828c7e2e8b0068410009e7ab5054e475d1195ad6c6f4303e03732ab8f7ca9c:9543 MATCH
opc-reblob ooxml/xlsx/HeaderFooterComplexFormats.xlsx - 70828c7e2e8b0068410009e7ab5054e475d1195ad6c6f4303e03732ab8f7ca9c:9543 70828c7e2e8b0068410009e7ab5054e475d1195ad6c6f4303e03732ab8f7ca9c:9543 MATCH
open ooxml/xlsx/InlineString.xlsx - ok ok MATCH
parts ooxml/xlsx/InlineString.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/InlineString.xlsx - c92383b48d5141248c7fb37e077b1aa02f716a995d57b779c357758b8afb5478:8401 c92383b48d5141248c7fb37e077b1aa02f716a995d57b779c357758b8afb5478:8401 MATCH
opc-reblob ooxml/xlsx/InlineString.xlsx - c92383b48d5141248c7fb37e077b1aa02f716a995d57b779c357758b8afb5478:8401 c92383b48d5141248c7fb37e077b1aa02f716a995d57b779c357758b8afb5478:8401 MATCH
open ooxml/xlsx/InlineStrings.xlsx - ok ok MATCH
parts ooxml/xlsx/InlineStrings.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/InlineStrings.xlsx - bdfd54e82e7eec3a16bc12708dd2fbb8ebee12921215f6ed78fd32a84bfbfd74:7843 bdfd54e82e7eec3a16bc12708dd2fbb8ebee12921215f6ed78fd32a84bfbfd74:7843 MATCH
opc-reblob ooxml/xlsx/InlineStrings.xlsx - bdfd54e82e7eec3a16bc12708dd2fbb8ebee12921215f6ed78fd32a84bfbfd74:7843 bdfd54e82e7eec3a16bc12708dd2fbb8ebee12921215f6ed78fd32a84bfbfd74:7843 MATCH
open ooxml/xlsx/MatrixFormulaEvalTestData.xlsx - ok ok MATCH
parts ooxml/xlsx/MatrixFormulaEvalTestData.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/MatrixFormulaEvalTestData.xlsx - 12f1dcef889c20fe54a09857790ba9803a7b061cc9fc5b85d0038cd6c86faa79:14875 12f1dcef889c20fe54a09857790ba9803a7b061cc9fc5b85d0038cd6c86faa79:14875 MATCH
opc-reblob ooxml/xlsx/MatrixFormulaEvalTestData.xlsx - 12f1dcef889c20fe54a09857790ba9803a7b061cc9fc5b85d0038cd6c86faa79:14875 12f1dcef889c20fe54a09857790ba9803a7b061cc9fc5b85d0038cd6c86faa79:14875 MATCH
open ooxml/xlsx/NewStyleConditionalFormattings.xlsx - ok ok MATCH
parts ooxml/xlsx/NewStyleConditionalFormattings.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/NewStyleConditionalFormattings.xlsx - 1e97af3b87636bd0a759c25439a21b928c2ff3b9a3c57ca49ae24cb1ccdb7e2f:13378 1e97af3b87636bd0a759c25439a21b928c2ff3b9a3c57ca49ae24cb1ccdb7e2f:13378 MATCH
opc-reblob ooxml/xlsx/NewStyleConditionalFormattings.xlsx - 1e97af3b87636bd0a759c25439a21b928c2ff3b9a3c57ca49ae24cb1ccdb7e2f:13378 1e97af3b87636bd0a759c25439a21b928c2ff3b9a3c57ca49ae24cb1ccdb7e2f:13378 MATCH
open ooxml/xlsx/NewlineInFormulas.xlsx - ok ok MATCH
parts ooxml/xlsx/NewlineInFormulas.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/NewlineInFormulas.xlsx - 3ec9c0c59a6e3f1ec66ca023c4a4ba0235c8047a41bf859fd223f352146637de:8935 3ec9c0c59a6e3f1ec66ca023c4a4ba0235c8047a41bf859fd223f352146637de:8935 MATCH
opc-reblob ooxml/xlsx/NewlineInFormulas.xlsx - 3ec9c0c59a6e3f1ec66ca023c4a4ba0235c8047a41bf859fd223f352146637de:8935 3ec9c0c59a6e3f1ec66ca023c4a4ba0235c8047a41bf859fd223f352146637de:8935 MATCH
open ooxml/xlsx/Pivot1_Row.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot1_Row.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot1_Row.xlsx - 20bc9d2d0d6ce374c8bd9474b71c8b8b5834f6211c796536a9facebfa3ce019d:12707 20bc9d2d0d6ce374c8bd9474b71c8b8b5834f6211c796536a9facebfa3ce019d:12707 MATCH
opc-reblob ooxml/xlsx/Pivot1_Row.xlsx - 20bc9d2d0d6ce374c8bd9474b71c8b8b5834f6211c796536a9facebfa3ce019d:12707 20bc9d2d0d6ce374c8bd9474b71c8b8b5834f6211c796536a9facebfa3ce019d:12707 MATCH
open ooxml/xlsx/Pivot1_Row_Grand.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot1_Row_Grand.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot1_Row_Grand.xlsx - f164de0ab220dd90f93881b34f544280de31d0d5210957f682fdfd72853edf18:12709 f164de0ab220dd90f93881b34f544280de31d0d5210957f682fdfd72853edf18:12709 MATCH
opc-reblob ooxml/xlsx/Pivot1_Row_Grand.xlsx - f164de0ab220dd90f93881b34f544280de31d0d5210957f682fdfd72853edf18:12709 f164de0ab220dd90f93881b34f544280de31d0d5210957f682fdfd72853edf18:12709 MATCH
open ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx - 8b79786249227e34d695411ad110c90c7424ebf4dfcbd56693b26366aff6eaf1:12845 8b79786249227e34d695411ad110c90c7424ebf4dfcbd56693b26366aff6eaf1:12845 MATCH
opc-reblob ooxml/xlsx/Pivot1_Row_Grand_Subtotals.xlsx - 8b79786249227e34d695411ad110c90c7424ebf4dfcbd56693b26366aff6eaf1:12845 8b79786249227e34d695411ad110c90c7424ebf4dfcbd56693b26366aff6eaf1:12845 MATCH
open ooxml/xlsx/Pivot2_Row.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot2_Row.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot2_Row.xlsx - 95570d3eb7d3b8dcb3ee8f4e6005100d257210b5a480808a68aaa5f306caff96:12590 95570d3eb7d3b8dcb3ee8f4e6005100d257210b5a480808a68aaa5f306caff96:12590 MATCH
opc-reblob ooxml/xlsx/Pivot2_Row.xlsx - 95570d3eb7d3b8dcb3ee8f4e6005100d257210b5a480808a68aaa5f306caff96:12590 95570d3eb7d3b8dcb3ee8f4e6005100d257210b5a480808a68aaa5f306caff96:12590 MATCH
open ooxml/xlsx/Pivot2_Row_Compact.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot2_Row_Compact.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot2_Row_Compact.xlsx - e9481b8149b30637de37ae04c8ea8180a10e127d0af03f5277a421651a73980d:12877 e9481b8149b30637de37ae04c8ea8180a10e127d0af03f5277a421651a73980d:12877 MATCH
opc-reblob ooxml/xlsx/Pivot2_Row_Compact.xlsx - e9481b8149b30637de37ae04c8ea8180a10e127d0af03f5277a421651a73980d:12877 e9481b8149b30637de37ae04c8ea8180a10e127d0af03f5277a421651a73980d:12877 MATCH
open ooxml/xlsx/Pivot2_Row_Grand.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot2_Row_Grand.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot2_Row_Grand.xlsx - 8957ceaf8f5054435fa88bcd1d78699a3702681346fb63fbfc01f6fb694bba1d:12615 8957ceaf8f5054435fa88bcd1d78699a3702681346fb63fbfc01f6fb694bba1d:12615 MATCH
opc-reblob ooxml/xlsx/Pivot2_Row_Grand.xlsx - 8957ceaf8f5054435fa88bcd1d78699a3702681346fb63fbfc01f6fb694bba1d:12615 8957ceaf8f5054435fa88bcd1d78699a3702681346fb63fbfc01f6fb694bba1d:12615 MATCH
open ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx - 25e8f5ab83fe4b0b01a783421232647c1f2f9aaba09cc627ab0ac9748fa13c8a:12670 25e8f5ab83fe4b0b01a783421232647c1f2f9aaba09cc627ab0ac9748fa13c8a:12670 MATCH
opc-reblob ooxml/xlsx/Pivot2_Row_Grand_Subtotals.xlsx - 25e8f5ab83fe4b0b01a783421232647c1f2f9aaba09cc627ab0ac9748fa13c8a:12670 25e8f5ab83fe4b0b01a783421232647c1f2f9aaba09cc627ab0ac9748fa13c8a:12670 MATCH
open ooxml/xlsx/Pivot2_Row_Subtotals.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot2_Row_Subtotals.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot2_Row_Subtotals.xlsx - b8d8de7ad06f91e71a5b30db40e33ba857cd6787d3e070fb35a69184b136245f:12656 b8d8de7ad06f91e71a5b30db40e33ba857cd6787d3e070fb35a69184b136245f:12656 MATCH
opc-reblob ooxml/xlsx/Pivot2_Row_Subtotals.xlsx - b8d8de7ad06f91e71a5b30db40e33ba857cd6787d3e070fb35a69184b136245f:12656 b8d8de7ad06f91e71a5b30db40e33ba857cd6787d3e070fb35a69184b136245f:12656 MATCH
open ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx - 5730cf1ae3db9d5a528dcb875a085360d267a9975035a4a5faa8b654356c7a0b:12677 5730cf1ae3db9d5a528dcb875a085360d267a9975035a4a5faa8b654356c7a0b:12677 MATCH
opc-reblob ooxml/xlsx/Pivot2_Row_Subtotals_SortDescendingAll.xlsx - 5730cf1ae3db9d5a528dcb875a085360d267a9975035a4a5faa8b654356c7a0b:12677 5730cf1ae3db9d5a528dcb875a085360d267a9975035a4a5faa8b654356c7a0b:12677 MATCH
open ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx - 4d5821b12415636f340bb541f6d9eea20ffc6885c9484e8f4a648d8cc6f66749:12716 4d5821b12415636f340bb541f6d9eea20ffc6885c9484e8f4a648d8cc6f66749:12716 MATCH
opc-reblob ooxml/xlsx/Pivot3_Column_Grand_Subtotals.xlsx - 4d5821b12415636f340bb541f6d9eea20ffc6885c9484e8f4a648d8cc6f66749:12716 4d5821b12415636f340bb541f6d9eea20ffc6885c9484e8f4a648d8cc6f66749:12716 MATCH
open ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx - ok ok MATCH
parts ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx - 70bc07b95094138b97ff41b6e39ba2b349d9473a2d4c8a4c9f70c7f5a30b0eab:12734 70bc07b95094138b97ff41b6e39ba2b349d9473a2d4c8a4c9f70c7f5a30b0eab:12734 MATCH
opc-reblob ooxml/xlsx/Pivot4_Column_Grand_Subtotals_SortDescending.xlsx - 70bc07b95094138b97ff41b6e39ba2b349d9473a2d4c8a4c9f70c7f5a30b0eab:12734 70bc07b95094138b97ff41b6e39ba2b349d9473a2d4c8a4c9f70c7f5a30b0eab:12734 MATCH
open ooxml/xlsx/SimpleMultiCell.xlsx - ok ok MATCH
parts ooxml/xlsx/SimpleMultiCell.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/SimpleMultiCell.xlsx - 119b6e70c5bbca6ca3e46f981e0719c154d87203adb4b5b61210d726deab9f7a:8123 119b6e70c5bbca6ca3e46f981e0719c154d87203adb4b5b61210d726deab9f7a:8123 MATCH
opc-reblob ooxml/xlsx/SimpleMultiCell.xlsx - 119b6e70c5bbca6ca3e46f981e0719c154d87203adb4b5b61210d726deab9f7a:8123 119b6e70c5bbca6ca3e46f981e0719c154d87203adb4b5b61210d726deab9f7a:8123 MATCH
open ooxml/xlsx/SimpleNormal.xlsx - ok ok MATCH
parts ooxml/xlsx/SimpleNormal.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/SimpleNormal.xlsx - 6b300c76d7b6ba32e45c40086f5c8cea4b269946f7786a73e0d6f08c3acfe1e4:8871 6b300c76d7b6ba32e45c40086f5c8cea4b269946f7786a73e0d6f08c3acfe1e4:8871 MATCH
opc-reblob ooxml/xlsx/SimpleNormal.xlsx - 6b300c76d7b6ba32e45c40086f5c8cea4b269946f7786a73e0d6f08c3acfe1e4:8871 6b300c76d7b6ba32e45c40086f5c8cea4b269946f7786a73e0d6f08c3acfe1e4:8871 MATCH
open ooxml/xlsx/SimpleScatterChart.xlsx - ok ok MATCH
parts ooxml/xlsx/SimpleScatterChart.xlsx - 18 18 MATCH
opc-noop ooxml/xlsx/SimpleScatterChart.xlsx - c3024ac94d6d42cbe48d20a798eda98b06d8dba6e2ed2b1fcda10659883c7be4:18278 c3024ac94d6d42cbe48d20a798eda98b06d8dba6e2ed2b1fcda10659883c7be4:18278 MATCH
opc-reblob ooxml/xlsx/SimpleScatterChart.xlsx - c3024ac94d6d42cbe48d20a798eda98b06d8dba6e2ed2b1fcda10659883c7be4:18278 c3024ac94d6d42cbe48d20a798eda98b06d8dba6e2ed2b1fcda10659883c7be4:18278 MATCH
open ooxml/xlsx/SimpleStrict.xlsx - ok ok MATCH
parts ooxml/xlsx/SimpleStrict.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/SimpleStrict.xlsx - dd6d2142e4c440c5cfaa241aa48883bfc0a76742b4531102dd41aea2f7a4d2ad:9225 dd6d2142e4c440c5cfaa241aa48883bfc0a76742b4531102dd41aea2f7a4d2ad:9225 MATCH
opc-reblob ooxml/xlsx/SimpleStrict.xlsx - dd6d2142e4c440c5cfaa241aa48883bfc0a76742b4531102dd41aea2f7a4d2ad:9225 dd6d2142e4c440c5cfaa241aa48883bfc0a76742b4531102dd41aea2f7a4d2ad:9225 MATCH
open ooxml/xlsx/SimpleWithComments.xlsx - ok ok MATCH
parts ooxml/xlsx/SimpleWithComments.xlsx - 13 13 MATCH
opc-noop ooxml/xlsx/SimpleWithComments.xlsx - d7d337b3436e863487d26439a57ef749950c599862325d7bce7e830acf1df0ba:10060 d7d337b3436e863487d26439a57ef749950c599862325d7bce7e830acf1df0ba:10060 MATCH
opc-reblob ooxml/xlsx/SimpleWithComments.xlsx - d7d337b3436e863487d26439a57ef749950c599862325d7bce7e830acf1df0ba:10060 d7d337b3436e863487d26439a57ef749950c599862325d7bce7e830acf1df0ba:10060 MATCH
open ooxml/xlsx/SingleCellTable.xlsx - ok ok MATCH
parts ooxml/xlsx/SingleCellTable.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/SingleCellTable.xlsx - 81703720d256b69aebfeefac6134e81fd1b014104408db752f0ff24d46e4ba61:9486 81703720d256b69aebfeefac6134e81fd1b014104408db752f0ff24d46e4ba61:9486 MATCH
opc-reblob ooxml/xlsx/SingleCellTable.xlsx - 81703720d256b69aebfeefac6134e81fd1b014104408db752f0ff24d46e4ba61:9486 81703720d256b69aebfeefac6134e81fd1b014104408db752f0ff24d46e4ba61:9486 MATCH
open ooxml/xlsx/Sparklines.xlsx - ok ok MATCH
parts ooxml/xlsx/Sparklines.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/Sparklines.xlsx - 9847a0015185459e126b3f60d09d4dbd4492d9a39644971118c67e38666d5b16:13356 9847a0015185459e126b3f60d09d4dbd4492d9a39644971118c67e38666d5b16:13356 MATCH
opc-reblob ooxml/xlsx/Sparklines.xlsx - 9847a0015185459e126b3f60d09d4dbd4492d9a39644971118c67e38666d5b16:13356 9847a0015185459e126b3f60d09d4dbd4492d9a39644971118c67e38666d5b16:13356 MATCH
open ooxml/xlsx/StructuredReferences.xlsx - ok ok MATCH
parts ooxml/xlsx/StructuredReferences.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/StructuredReferences.xlsx - a746e336176f8157c50a0a3b017c4633b7b1d546bd1b8af0f8165a48d1bacc56:10459 a746e336176f8157c50a0a3b017c4633b7b1d546bd1b8af0f8165a48d1bacc56:10459 MATCH
opc-reblob ooxml/xlsx/StructuredReferences.xlsx - a746e336176f8157c50a0a3b017c4633b7b1d546bd1b8af0f8165a48d1bacc56:10459 a746e336176f8157c50a0a3b017c4633b7b1d546bd1b8af0f8165a48d1bacc56:10459 MATCH
open ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx - ok ok MATCH
parts ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx - 27 27 MATCH
opc-noop ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx - 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 MATCH
opc-reblob ooxml/xlsx/StructuredRefs-lots-with-lookups.xlsx - 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 09af82b9abae2ffcff04777b69cbb23dfd15df788426153bcfa1e9359c3552be:325446 MATCH
open ooxml/xlsx/Tables.xlsx - ok ok MATCH
parts ooxml/xlsx/Tables.xlsx - 33 33 MATCH
opc-noop ooxml/xlsx/Tables.xlsx - 3402bd6406a6ef32c3b88c45decb820f0ca797a8d971007f869b5ad3743bcbc8:54387 3402bd6406a6ef32c3b88c45decb820f0ca797a8d971007f869b5ad3743bcbc8:54387 MATCH
opc-reblob ooxml/xlsx/Tables.xlsx - 3402bd6406a6ef32c3b88c45decb820f0ca797a8d971007f869b5ad3743bcbc8:54387 3402bd6406a6ef32c3b88c45decb820f0ca797a8d971007f869b5ad3743bcbc8:54387 MATCH
open ooxml/xlsx/TablesWithDifferentHeaders.xlsx - ok ok MATCH
parts ooxml/xlsx/TablesWithDifferentHeaders.xlsx - 14 14 MATCH
opc-noop ooxml/xlsx/TablesWithDifferentHeaders.xlsx - bf6ac00bcc85e46c38eec0e643727fc8d3e55b2cc7c8e37e5972fa9f1c1373be:11359 bf6ac00bcc85e46c38eec0e643727fc8d3e55b2cc7c8e37e5972fa9f1c1373be:11359 MATCH
opc-reblob ooxml/xlsx/TablesWithDifferentHeaders.xlsx - bf6ac00bcc85e46c38eec0e643727fc8d3e55b2cc7c8e37e5972fa9f1c1373be:11359 bf6ac00bcc85e46c38eec0e643727fc8d3e55b2cc7c8e37e5972fa9f1c1373be:11359 MATCH
open ooxml/xlsx/TextColor.xlsx - ok ok MATCH
parts ooxml/xlsx/TextColor.xlsx - 12 12 MATCH
opc-noop ooxml/xlsx/TextColor.xlsx - 6be1ba592a6492f48b01f4aca3cb1ed66b24d6875da7dee5e25fe3eaf4826bdf:9531 6be1ba592a6492f48b01f4aca3cb1ed66b24d6875da7dee5e25fe3eaf4826bdf:9531 MATCH
opc-reblob ooxml/xlsx/TextColor.xlsx - 6be1ba592a6492f48b01f4aca3cb1ed66b24d6875da7dee5e25fe3eaf4826bdf:9531 6be1ba592a6492f48b01f4aca3cb1ed66b24d6875da7dee5e25fe3eaf4826bdf:9531 MATCH
open ooxml/xlsx/TwoSheetsNoneHidden.xlsx - ok ok MATCH
parts ooxml/xlsx/TwoSheetsNoneHidden.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/TwoSheetsNoneHidden.xlsx - 62f83686811614842efe4606d07669fd3c70b8ed8c8ff1459c2c329c802a2e59:7938 62f83686811614842efe4606d07669fd3c70b8ed8c8ff1459c2c329c802a2e59:7938 MATCH
opc-reblob ooxml/xlsx/TwoSheetsNoneHidden.xlsx - 62f83686811614842efe4606d07669fd3c70b8ed8c8ff1459c2c329c802a2e59:7938 62f83686811614842efe4606d07669fd3c70b8ed8c8ff1459c2c329c802a2e59:7938 MATCH
open ooxml/xlsx/TwoSheetsOneHidden.xlsx - ok ok MATCH
parts ooxml/xlsx/TwoSheetsOneHidden.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/TwoSheetsOneHidden.xlsx - 3e9749837cac5a19a7628d7e60c1a1c6d0ff7657f27fa7904b217b96e0dc534f:7962 3e9749837cac5a19a7628d7e60c1a1c6d0ff7657f27fa7904b217b96e0dc534f:7962 MATCH
opc-reblob ooxml/xlsx/TwoSheetsOneHidden.xlsx - 3e9749837cac5a19a7628d7e60c1a1c6d0ff7657f27fa7904b217b96e0dc534f:7962 3e9749837cac5a19a7628d7e60c1a1c6d0ff7657f27fa7904b217b96e0dc534f:7962 MATCH
open ooxml/xlsx/autofilter-colors-fg.xlsx - ok ok MATCH
parts ooxml/xlsx/autofilter-colors-fg.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/autofilter-colors-fg.xlsx - 9bc60d29e03245b0ec94233986eccf0cf6a78d898fbfcd3685024fb445ee5424:10750 9bc60d29e03245b0ec94233986eccf0cf6a78d898fbfcd3685024fb445ee5424:10750 MATCH
opc-reblob ooxml/xlsx/autofilter-colors-fg.xlsx - 9bc60d29e03245b0ec94233986eccf0cf6a78d898fbfcd3685024fb445ee5424:10750 9bc60d29e03245b0ec94233986eccf0cf6a78d898fbfcd3685024fb445ee5424:10750 MATCH
open ooxml/xlsx/autofilter-colors.xlsx - ok ok MATCH
parts ooxml/xlsx/autofilter-colors.xlsx - 11 11 MATCH
opc-noop ooxml/xlsx/autofilter-colors.xlsx - cf1d66e64140eae397debf0c0adc78a4a27dea23c83df8e5cf71bdc6461fd6dd:10708 cf1d66e64140eae397debf0c0adc78a4a27dea23c83df8e5cf71bdc6461fd6dd:10708 MATCH
opc-reblob ooxml/xlsx/autofilter-colors.xlsx - cf1d66e64140eae397debf0c0adc78a4a27dea23c83df8e5cf71bdc6461fd6dd:10708 cf1d66e64140eae397debf0c0adc78a4a27dea23c83df8e5cf71bdc6461fd6dd:10708 MATCH
open ooxml/xlsx/autofilter.xlsx - ok ok MATCH
parts ooxml/xlsx/autofilter.xlsx - 9 9 MATCH
opc-noop ooxml/xlsx/autofilter.xlsx - fcd5b6599e2c25cbe5aa7f89f44ffeaaf72e6240b51be0d4bd4c22ae0bcde7f4:6299 fcd5b6599e2c25cbe5aa7f89f44ffeaaf72e6240b51be0d4bd4c22ae0bcde7f4:6299 MATCH
opc-reblob ooxml/xlsx/autofilter.xlsx - fcd5b6599e2c25cbe5aa7f89f44ffeaaf72e6240b51be0d4bd4c22ae0bcde7f4:6299 fcd5b6599e2c25cbe5aa7f89f44ffeaaf72e6240b51be0d4bd4c22ae0bcde7f4:6299 MATCH
open ooxml/xlsx/autofilternamedrange.xlsx - ok ok MATCH
parts ooxml/xlsx/autofilternamedrange.xlsx - 10 10 MATCH
opc-noop ooxml/xlsx/autofilternamedrange.xlsx - 8f7a17a5dfbd6cbf6b1045288d5fcfead31e84ca74329bd7e7cd6e74b4db6e44:9685 8f7a17a5dfbd6cbf6b1045288d5fcfead31e84ca74329bd7e7cd6e74b4db6e44:9685 MATCH
